지표,값,단위,전일比%,요약
원/달러 환율,1354.91,원,-0.56,원/달러 환율이 1354.91원으로 마감했습니다.  외국인 투자자의 국내 증시 순매수세가 유입되며 환율 하락을 견인한 것으로 보입니다.  삼성전자 중심의 기술주 반등이 환시 심리에 긍정적 영향을 미쳤습니다. 다만 1350원대 중반 지지선이 견고해 추가 급락 가능성은 낮게 평가됩니다.
코스피,7080.92,pt,0.9,
반도체지수 SOX,12679.688,pt,1.5,필라델피아 반도체지수(SOX)는 전일 대비 1.5% 상승했습니다. 삼성전자의 금일 주가 3.25% 상승은 기술주 중심의 미국 증시 회복세가 반영된 결과로 보입니다. 전일 SOX의 상승은 국내 반도체 업종에 대한 투자 심리를 개선했습니다. 이외의 추가적인 상관관계는 현재 데이터만으로는 판단하기 어렵습니다.
천연가스 (LNG 대리),3.196,USD,-3.06,
구리 선물,6.751,USD/lb,0.48,구리 선물 가격이 0.48% 상승했습니다. 실물 경기 개선 기대감이 반영된 결과로 해석됩니다. 다만 상승 폭이 제한적이어서 추세적인 수요 회복으로 단정하기는 어렵습니다. 관련 시장의 변동성은 여전히 불확실합니다.
WTI 유가,93.23,USD,-1.46,WTI 유가가 93.23달러로 하락했습니다. 에너지 비용 부담이 완화되는 신호로 해석됩니다. 다만 유가 하락이 경기 침체 우려를 반영한 것인지는 추가 확인이 필요합니다. 물가 상승 압력은 다소 줄어들 것으로 보입니다.
한국전력,30250.0,원,-1.94,
삼성전자,285500.0,원,3.25,"삼성전자가 285,500원으로 장을 마감했습니다. 외국인과 기관의 순매수세가 집중되며 주가 상승을 견인했습니다. 반도체 업황 개선 기대감이 투심에 반영된 결과로 해석됩니다. 단기 기술적 반등인지 추세 전환인지는 추가적인 거래량 확인이 필요합니다."
SK하이닉스,1862000.0,원,1.2,
엔비디아,225.356,USD,0.35,엔비디아 주가는 전일 대비 0.35% 상승했습니다. 삼성전자 주가 반등과 미국 시장의 지수 차이로 인해 직접적인 연관성을 찾기 어렵습니다. 기술주 전반의 투심은 현 상태를 유지하는 것으로 판단됩니다. 엔비디아 주가 변동이 한국 증시에 미치는 실시간 영향력은 현재 데이터로 평가할 수 없습니다.
금 선물,4311.9,USD,0.32,
미 10년물 금리,5.184,%,0.43,
SMP 계통한계가격,111.98,원/kWh,,"삼성전자 주가는 전일 대비 3.25% 상승했습니다. 계통한계가격(SMP, 전력시장가격)은 111.98원/kWh로 전력 도매가격의 기준점입니다. 해당 가격은 한국전력의 전력 구입 비용을 결정하며, 낮은 SMP는 한국전력의 적자 폭을 줄이는 요인으로 작용합니다. 오늘 한국전력 주가가 1.94% 하락한 것은 유가 및 LNG 가격 하락으로 인한 SMP 추가 하향 안정화 기대감이 반영된 결과로 보입니다."
