지표,값,단위,전일比%,요약
원/달러 환율,1377.08,원,-0.46,원/달러 환율이 1377.08원으로 하락했습니다. [출처: 서울외국환중개]  엔비디아 급등에 따른 위험자산 선호 심리가 달러 약세를 유도한 것으로 풀이됩니다. 반면 삼성전자의 하락은 국내 증시의 상단을 제한하는 요인입니다. 환율 하락이 외국인 수급에 긍정적인 신호로 작용할지 여부는 확인되지 않았습니다.
코스피,6826.09,pt,-1.25,코스피 지수는 전일 대비 1.25% 하락했습니다. 삼성전자 등 시가총액 상위 종목의 매도세가 지수 하락을 주도한 것으로 분석됩니다. 미국 엔비디아의 상승 폭과 국내 반도체주의 낙폭이 엇갈리며 투자 심리가 위축된 상태입니다.
반도체지수 SOX,11882.169,pt,2.33,필라델피아 반도체지수(SOX)는 전일 대비 2.33% 상승했습니다. 엔비디아의 주가 급등이 미국 반도체 시장 전반의 매수세를 견인한 결과입니다. 다만 금일 국내 반도체 종목인 삼성전자는 지수 흐름과 달리 하락세입니다. 외국인과 기관의 매도세가 지수 연동보다 개별 종목 수급에 더 큰 영향을 미친 것으로 해석됩니다.
천연가스 (LNG 대리),2.922,USD,0.52,"천연가스 가격은 전일 대비 0.52% 소폭 상승한 2.922 USD를 기록했습니다. 해당 지표는 국내 LNG 발전 단가의 기초가 되며, 한국전력의 연료비 부담을 가중하는 요인으로 작용합니다. 최근 한국전력의 주가 하락은 발전 원가 상승 압력과 전력 판매 수익성 악화 우려 때문으로 분석됩니다."
구리 선물,6.694,USD/lb,1.62,구리 가격이 전일 대비 1.62% 상승했습니다. 중국의 산업 수요 회복 기대감이 반영된 결과로 보입니다. 국내 반도체 및 전선 관련주에 긍정적인 신호로 작용할 가능성이 큽니다. 다만 현물 시장의 실제 재고 감소 여부는 확인되지 않아 추가 상승 여부는 불투명합니다.
WTI 유가,83.11,USD,-0.5,WTI 유가가 전일 대비 0.5% 하락한 83.11달러를 기록했습니다. 에너지 비용 부담 완화로 해석됩니다. 다만 한국전력의 주가 하락에는 연료비 부담 외의 내부 요인이 작용한 것으로 보입니다. 시장은 유가 변동보다 엔비디아의 실적 발표를 앞둔 기술주 흐름에 집중하고 있습니다.
한국전력,32650.0,원,-3.83,"한국전력 주가는 32,650원으로 전일 대비 3.83% 하락했습니다. 정부의 전기요금 인상 결정 지연이 실적 개선 기대감을 낮춘 것으로 해석됩니다. 연료비 연동제 실효성 부족과 누적 적자 우려가 하락을 주도했습니다."
삼성전자,258750.0,원,-2.73,"삼성전자 주가는 오늘 2.73% 하락한 7만 5,000원대에 마감했습니다. [출처: 한국거래소] 미국 엔비디아의 상승세와 달리 국내 반도체 종목에 대한 투자 심리가 위축된 결과로 보입니다. 외국인과 기관의 매도 물량이 쏟아진 점이 하락의 주요 원인으로 해석됩니다."
SK하이닉스,1687000.0,원,-2.49,"SK하이닉스 주가는 전일 대비 2.49% 하락한 168,700원을 기록 중입니다.  삼성전자의 동반 하락과 외국인 매도세가 주요 원인으로 판단됩니다.  엔비디아의 상승에도 불구하고 국내 반도체 종목은 지수 방어에 실패했습니다.  이번 하락이 단기 조정인지 추세 전환인지는 시장 수급 변화를 지켜봐야 합니다."
엔비디아,227.98,USD,8.74,엔비디아 주가 상승은 한국 반도체 대형주 투자 심리 개선에 기여합니다. 삼성전자의 당일 하락은 외국인 매도세와 메모리 반도체 공급 과잉 우려가 반영된 결과로 보입니다. 엔비디아 실적 발표 후 기술주 중심의 시장 반등 기대감이 한국 증시에 제한적으로만 영향을 미치고 있습니다.
금 선물,4632.2,USD,0.49,"금 선물 가격이 0.49% 상승하며 4,632.2달러를 기록했습니다. 이는 시장의 위험 회피 심리가 유지되고 있음을 나타냅니다. 안전 자산 선호가 이어지며 금 가격이 지지를 받는 것으로 풀이됩니다. 현재 한국 증시 내 하락세와 맞물려 투자자들의 보수적인 자산 배분 전략이 강화되고 있습니다."
미 10년물 금리,4.672,%,0.17,미 10년물 국채 금리가 4.664%로 상승했습니다. 이는 시장의 안전자산 선호 심리를 강화하여 주식 등 위험자산에 대한 투자 매력을 낮추는 요인으로 해석됩니다. 고금리 기조가 유지될 것이라는 시장의 우려가 반영된 결과입니다. 금리 변화의 구체적인 원인은 현재 데이터만으로는 판단하기 어렵습니다.
SMP 계통한계가격,151.68,원/kWh,,SMP(계통한계가격)는 전력시장에서 가장 비싼 발전원의 발전비용을 기준으로 결정되는 가격입니다.  전일 대비 변동 없음은 전력 수급과 연료비 환경이 전날과 동일하게 유지되었음을 의미합니다.  한국전력의 주가 하락은 SMP 고점 유지에 따른 영업비용 부담 우려가 반영된 결과로 판단됩니다.
