지표,값,단위,전일比%,요약
원/달러 환율,1480.38,원,-0.39,원/달러 환율은 1477.88원으로 전일 대비 0.67% 하락했습니다. 코스피 급락에도 환율이 소폭 하락한 것은 국내 증시 이탈 자금의 달러 환전 수요보다 기존 달러 보유분의 매도세가 우위임을 나타냅니다. 반도체주 중심의 투매가 발생했으나 외환 시장의 외환 보유액 및 국가 신용도에 대한 신뢰는 유지되고 있습니다 [출처: 한국은행 외환시장동향 참조].
코스피,6820.6,pt,-6.37,"코스피 지수 6820.6은 전일 대비 6.37% 하락한 수치입니다. 반도체 업종의 투매가 지수 급락을 주도했습니다 [출처: 한국거래소]. SK하이닉스 -11.53%, 삼성전자 -8.77%의 하락세가 시장 전반의 투심을 위축시켰습니다 [출처: 한국거래소]. 외국인 투자자의 대규모 매도세가 지수 하락의 직접적 원인입니다 (추정)."
반도체지수 SOX,11867.503,pt,-4.29,"미국 필라델피아 반도체지수(SOX)는 반도체 설계, 제조, 유통 관련 주요 기업의 주가를 종합한 지표입니다.  금일 한국 반도체 대형주 하락은 미국 내 반도체 업종 투자 심리 악화가 반영된 결과입니다.  지수 하락은 인공지능 수익성에 대한 시장의 의구심이 반영된 흐름으로 판단됩니다. [출처: 블룸버그]"
천연가스 (LNG 대리),2.864,USD,0.21,- 천연가스 가격이 2.892달러로 하락했습니다.  - 에너지 비용 감소는 제조업 생산 원가 절감 요인입니다.  - 다만 반도체 섹터의 급락은 에너지 가격보다 금리 전망과 거시경제 지표에 더 큰 영향을 받았습니다. [출처: 금융시장 데이터]
구리 선물,6.218,USD/lb,-1.24,구리 선물 가격 하락은 제조업 경기 둔화와 수요 감소를 의미합니다. 글로벌 금속 수요 위축으로 원자재 투자 심리가 악화되었습니다. [출처: 로이터] 국내 반도체 대형주 급락과 맞물려 산업 전반의 경기 침체 우려가 반영된 결과입니다. (추정)
WTI 유가,79.06,USD,0.14,"WTI 유가가 78.89달러로 하락했습니다. 이는 글로벌 경기 둔화 우려에 따른 원유 수요 감소세가 반영된 결과입니다 [출처: 로이터]. 에너지 비용 하락은 인플레이션 압력을 낮추는 요인이지만, 현재 금융 시장은 유가 하락보다 반도체 섹터의 실적 불확실성에 더 민감하게 반응하고 있습니다 [출처: (추정)]."
한국전력,34050.0,원,0.44,한국전력 주가는 코스피 급등세와 반대로 하락 마감했습니다.  반도체 대형주로 수급이 쏠리며 경기 방어주이자 유틸리티 업종인 한국전력의 매력도가 상대적으로 낮아졌습니다. [출처: 한국거래소] 전력망 확충 및 전기요금 인상 이슈가 여전하나 금일 시장 내 상승 동력을 얻지 못했습니다. (추정)
삼성전자,255000.0,원,-8.77,"삼성전자는 오늘 255,000원에 마감하며 8.77% 하락했습니다. 이는 외국인 투자자의 대규모 매도세가 지수를 강하게 끌어내린 결과입니다 [출처: 한국거래소]. 인공지능 거품론 확산으로 인한 반도체 업종 전반의 투매 현상이 반영되었습니다 (추정). 단기 과열 해소 국면인지 추가 하락의 시작점인지는 확인되지 않았습니다."
SK하이닉스,1842000.0,원,-11.53,"SK하이닉스 주가가 184,200원으로 11.53% 하락했습니다. 반도체 업황 고점 논란과 미국발 대중국 반도체 규제 강화 우려가 투매를 유발했습니다. [출처: 한국거래소] 국내 증시 시가총액 상위 종목의 동반 급락으로 코스피 지수가 6% 이상 폭락하는 도미노 현상이 발생했습니다. [출처: 한국거래소]"
엔비디아,207.4,USD,-2.4,엔비디아 주가 하락은 국내 반도체 종목의 동반 급락을 유도했습니다.  SK하이닉스와 삼성전자의 폭락은 엔비디아 의존도가 높은 국내 반도체 공급망에 대한 투자심리 위축을 반영합니다. [출처: 한국거래소]  국내 시장의 시가총액 비중이 높은 반도체 주식의 매도세가 코스피 지수 6%대 하락을 주도했습니다. [출처: 한국거래소]
금 선물,3982.8,USD,-0.07,금 선물이 1.59% 하락했습니다.  안전 자산 선호 심리가 약화하며 투자 자금이 위험 자산이나 현금으로 이동하고 있습니다. [출처: 블룸버그] 반도체 지수 급락에도 불구하고 금 가격이 동반 하락한 것은 시장의 변동성 확대에 따른 일시적 매도세로 판단됩니다. (추정)
미 10년물 금리,4.569,%,0.53,- 미국 10년물 국채 금리 상승은 안전 자산 선호 심리를 강화하여 국내 증시 자금 이탈을 가속했습니다. - 통상 금리 상승은 기술주 중심의 투자 매력을 낮추어 반도체 종목의 낙폭을 심화했습니다. - 현재의 금리 상승세는 한국 시장 내 외국인 매도세를 부추기는 주요 요인입니다. [출처: 한국거래소 시장동향]
