지표,값,단위,전일比%,요약
원/달러 환율,1419.1,원,-0.14,"원/달러 환율이 하락했습니다. 주식 시장 급락에도 환율이 내려간 것은 외국인 투자자의 자금 이탈이 현물 매도에 집중되었음을 의미합니다. 환율 하락은 수입 물가 안정에는 긍정적이나, 외국인 자금의 본격적인 회수 신호일 가능성이 있어 증시 하방 압력은 당분간 지속될 것으로 보입니다."
코스피,6222.57,pt,-1.17,코스피 지수는 전일 대비 1.17% 하락한 6222.57포인트를 기록했습니다. SK하이닉스의 급락이 지수 하락의 주된 원인으로 분석됩니다. 글로벌 경기 침체 우려가 반영되어 안전 자산인 금 선물 가격은 상승했습니다. 투자 심리 위축이 시장 전반에 확산된 것으로 보입니다.
반도체지수 SOX,12048.693,pt,0.33,필라델피아 반도체지수(SOX)는 전일 대비 0.33% 상승했습니다. SK하이닉스의 오늘 하락은 SOX의 상승분보다 국내 반도체 공급망의 매도세가 강력하다는 방증입니다. 미국 증시의 완만한 상승세가 오늘 국내 반도체주 하락을 방어하지 못하는 상황으로 해석됩니다.
천연가스 (LNG 대리),2.639,USD,-0.04,천연가스 가격이 2.627달러로 2.27% 하락했습니다.  중동 정세 불안에 따른 WTI 유가 급등과 반대되는 흐름입니다.  에너지 공급 차질 우려보다 기상 조건에 따른 수요 감소 전망이 가격 하락을 이끈 것으로 해석됩니다.
구리 선물,6.741,USD/lb,0.81,구리 선물 가격이 전일 대비 0.81% 상승했습니다.  이는 제조업 경기 회복 기대감이 반영된 결과로 보입니다.  다만 경기 침체 우려가 상존해 추세적 상승으로 보기는 어렵습니다.
WTI 유가,78.56,USD,1.64,WTI 유가가 전일 대비 1.64% 상승한 78.56달러를 기록했습니다. 원유 공급 부족 우려가 해소되지 않은 상태에서 중동 지정학적 긴장감이 재부각된 결과로 해석됩니다. 유가 상승은 운송 및 제조 비용 증가를 유발하여 국내 물가 상승 압력으로 작용할 가능성이 큽니다. 유가 변동이 한국전력의 연료비 부담을 가중해 주가 하락을 심화시킨 것으로 보입니다.
한국전력,35050.0,원,-2.5,"한국전력 주가가 35,050원으로 마감하며 전일 대비 2.5% 하락했습니다.  이는 전기요금 인상 지연에 따른 재무 개선 불확실성이 반영된 결과로 보입니다.  정부의 물가 안정 정책 기조가 한전의 수익성 회복을 제약하고 있습니다.  SMP(계통한계가격: 전력 시장에서 가장 비싸게 거래되는 발전기의 전력 단가) 변동성보다 요금 결정권에 대한 시장의 의구심이 하락을 주도합니다."
삼성전자,232000.0,원,0.65,"삼성전자는 전일 대비 0.65% 상승한 232,000원에 거래되고 있습니다. SK하이닉스의 급락에도 불구하고 반도체 업종 전반의 투심 악화는 제한적인 것으로 보입니다. 금리 인하 기대감에 따른 안전자산 선호 심리가 지수 하락 압력을 상쇄하는 형국입니다. [출처: 한국거래소]"
SK하이닉스,1421000.0,원,-4.95,"SK하이닉스 주가는 전일 대비 4.95% 하락한 142,100원을 기록 중입니다. [출처: 한국거래소] 미국 기술주 조정에 따른 투자 심리 위축이 반영된 결과로 해석됩니다. 반도체 업황의 불확실성이 커지며 외국인과 기관의 매도세가 집중되고 있습니다."
엔비디아,218.99,USD,-0.1,SK하이닉스와 삼성전자 급락은 미국 엔비디아의 어젯밤 반등과 무관하게 진행되었습니다. 한국 반도체 종목은 미국 증시와 동조화가 깨진 채 매도세가 집중된 것으로 해석됩니다. 엔비디아 주가가 상승했음에도 국내 시장의 투매를 막지 못한 상황입니다. 반도체 업황에 대한 투자 심리가 근본적으로 위축된 것으로 보입니다.
금 선물,4325.2,USD,1.96,"금 선물 가격이 1.96% 상승하여 4,325.2달러를 기록했습니다. 안전 자산 선호 심리가 강화되면서 위험 자산인 국내 주식 시장에서 자금이 이탈하는 현상으로 보입니다. 이는 글로벌 경기 침체 우려가 반영된 결과로 판단됩니다. 구체적인 수급 변화 추이는 추가 확인이 필요하여 현재로서는 단정하기 어렵습니다."
미 10년물 금리,4.67,%,1.15,미 10년물 국채금리 4.67%는 안전자산 선호 심리가 강화된 결과입니다. 금리 상승은 기술주 중심의 나스닥과 SK하이닉스 등 성장주 가치 평가에 하방 압력을 가합니다. 이는 주식시장에서 자금이 채권이나 금 등 대체 자산으로 이동하는 신호로 해석됩니다. 채권 금리 변동이 향후 시장 전반의 유동성을 위축시킬 것으로 보입니다.
