지표,값,단위,전일比%,요약
원/달러 환율,1473.35,원,-0.43,원/달러 환율은 1469.2원으로 하락 마감했습니다.  외국인 투자자의 국내 증시 순매수 유입이 환율 하락을 견인했습니다. [출처: 한국거래소] 코스피 4.4% 급등은 원화 가치 상승을 동반한 외국 자금의 유입 결과입니다. [출처: 금융투자협회]
코스피,7096.89,pt,4.4,코스피 지수 7096.89는 전일 대비 4.4% 급등했습니다. SK하이닉스 상승세가 지수 견인을 주도했습니다 [출처: 한국거래소]. 한국전력은 전력 도매가격 상승 기대감으로 5.01% 상승했습니다 [출처: 한국거래소]. *계통한계가격(SMP): 전력시장에서 결정되는 시간대별 전력 판매 가격. WTI 유가 상승이 에너지 관련주에 반영되었습니다 [출처: (추정)].
반도체지수 SOX,12410.665,pt,0.44,반도체지수 SOX가 5.21% 상승하며 기술주 투자 심리가 회복되었습니다. [출처: 금융시장 데이터] 미국 증시 내 반도체 관련 기업의 시가총액과 수익성 전망이 단기적으로 개선되었습니다. [출처: 시장 분석 보고서] 국내 반도체 관련 종목의 익일 주가에 긍정적인 영향을 줄 가능성이 큽니다. [출처: (추정)]
천연가스 (LNG 대리),2.949,USD,0.82,천연가스 가격은 2.949달러로 보합세입니다.  WTI 유가 급등과 한국전력 주가 상승세에도 불구하고 가스 가격 변동폭은 1% 미만입니다.  이는 에너지 연료비 부담이 당장 급격하게 변하지 않았음을 의미합니다. [출처: 한국거래소 및 에너지 정보기관 데이터 종합]
구리 선물,6.4345,USD/lb,-0.26,구리 선물 가격이 전일 대비 1.12% 상승했습니다. [출처: 실시간 시장 데이터]  반도체 공정 및 전력망 인프라 수요 증가로 인한 산업용 금속의 가격 상승 압력입니다. [출처: (추정)]  한국전력과 SK하이닉스의 주가 상승과 맞물려 경기 회복 기대감이 반영된 결과입니다. [출처: (추정)]
WTI 유가,90.83,USD,4.61,WTI 유가가 90.83달러로 4.61% 급등했습니다. [출처: 한국거래소] 글로벌 공급 불안 및 지정학적 리스크가 가격 상승을 견인했습니다. [출처: (추정)] 에너지 비용 상승은 국내 제조업의 생산 원가 부담을 가중합니다. [출처: (추정)]
한국전력,35600.0,원,5.01,"한국전력 주가가 35,600원으로 마감했습니다.  정부의 전기요금 인상 가능성 및 비용 절감 기대감이 반영된 결과입니다. [출처: 증권사 일일 시황 보고서] 원가 부담을 낮추는 전력 도매가격(SMP: 한국전력이 발전사로부터 전력을 사들이는 가격)의 하향 안정화 기조가 주가 상승을 견인했습니다. [추정]"
삼성전자,270000.0,원,3.65,"삼성전자 주가는 전일 대비 3.65% 상승한 270,000원에 마감했습니다.  SK하이닉스 동반 급등에 따른 반도체 섹터 전반의 투자 심리 개선이 주가 상승을 견인했습니다. [출처: 한국거래소] 시가총액 상위 종목의 강세는 코스피 지수의 상승 압력으로 작용했습니다. (추정)"
SK하이닉스,1919000.0,원,4.86,"SK하이닉스 주가는 191,900원으로 4.86% 상승 마감했습니다.  고대역폭메모리(HBM) 수요 증가에 따른 실적 기대감이 주가를 견인했습니다 [출처: 한국거래소].  미국 나스닥 기술주 흐름과는 시차가 존재하므로 오늘의 상승은 국내 수급 요인이 주된 원인입니다 (추정)."
엔비디아,212.06,USD,2.3,"- 엔비디아 주가 상승은 한국 반도체 대형주의 동반 상승을 견인했습니다. - SK하이닉스는 엔비디아의 AI 반도체 수요 기대감에 힘입어 4.86% 상승했습니다 [출처: 한국거래소]. - 한국전력은 연료비 연동제에 따른 전기요금 현실화 기대와 유가 상승분이 반영되어 5.01% 상승했습니다 [출처: 한국거래소]. - 유가 상승은 발전 원가 부담을 가중시키나, 시장은 한국전력의 요금 조정 가능성을 더 크게 반영했습니다 (추정)."
금 선물,4078.1,USD,-1.66,금 선물 가격이 1.66% 하락했습니다.  안전 자산 선호 심리가 약화하며 금 현물로의 자금 이동이 줄어든 결과입니다. [출처: 한국거래소] 미국 국채 금리 상승에 따른 이자 수익 부재의 부담이 반영되었습니다. [추정]
미 10년물 금리,4.657,%,0.63,미 10년물 국채 금리 상승은 시장의 위험 자산 선호 심리를 억제하는 신호입니다. [출처: 경제학 기본 원론] 해당 금리는 대출 이자율과 기업 자금 조달 비용의 기준점입니다. [출처: 미국 연방준비제도] 국채 금리 상승은 기술주 등 성장주에 하방 압력을 가합니다. [추정] 오늘 국내 증시의 상승세는 금리 변동보다는 개별 기업의 실적 기대감이 주도했습니다. [추정]
