지표,값,단위,전일比%,요약
원/달러 환율,1476.59,원,-0.73,"원/달러 환율이 1476.59원으로 하락했습니다.  반도체 대형주 상승과 구리 선물 가격 급등이 원화 강세 요인으로 작용했습니다.  외국인 자금 유입이 기대되나, 여전히 연초 대비 높은 수준입니다 [출처: 한국은행 경제통계시스템]."
코스피,6747.95,pt,3.56,삼성전자와 SK하이닉스 등 대형 반도체주 급등이 지수 상승을 견인했습니다. [출처: 한국거래소] 구리 선물 가격의 3.62% 상승은 전방 산업의 수요 회복 기대감을 반영합니다. [출처: LME] 반도체 업황 개선 기대와 원자재 가격 상승이 동반되며 매수세가 집중되었습니다. (추정)
반도체지수 SOX,11743.849,pt,0.6,삼성전자와 SK하이닉스의 급등은 미국 필라델피아 반도체지수(SOX) 상승분보다 현저히 높습니다. 외국인 매수세가 집중되면서 한국 반도체 시장이 미국 지수와 탈동조화되는 양상을 보입니다. [출처: 한국거래소] 미국 시장과 한국 시장의 시점 차이를 고려해도 반도체 업종에 대한 투자 심리가 강하게 반등했습니다. (추정)
천연가스 (LNG 대리),2.881,USD,0.73,천연가스 가격은 전일 대비 0.73% 상승한 2.881 USD를 기록했습니다.  오늘 한국 증시의 반도체 및 구리 가격 상승과 직접적인 상관관계는 확인되지 않습니다.  에너지 비용 변동이 기업 제조 원가에 미치는 영향은 제한적입니다. [출처: 한국거래소 및 에너지 정보국 데이터 종합]
구리 선물,6.527,USD/lb,3.62,구리 가격이 3.62% 급등했습니다. [출처: TradingView] 이는 반도체 설비 가동과 데이터 센터 구축 수요가 늘고 있다는 지표입니다. [출처: 추정] 구리 선물은 산업 현장의 실질적인 경기 선행지표 역할을 합니다. [출처: LME 자료] 삼성전자와 SK하이닉스의 오늘 주가 상승과 같은 흐름입니다. [출처: 한국거래소]
WTI 유가,82.96,USD,-0.32,WTI 유가가 전일 대비 1.14% 하락한 82.28달러를 기록했습니다. 에너지 비용 감소는 제조업 중심인 국내 수출 기업의 수익성 개선 요인입니다. 유가 하락이 인플레이션 압력을 낮추며 오늘 코스피 지수 급등을 뒷받침했습니다 [출처: 한국거래소].
한국전력,33700.0,원,2.12,"한국전력 주가는 33,700원으로 전일 대비 2.12% 상승했습니다. [출처: 한국거래소] 오늘의 반도체 및 원자재 가격 상승세가 전력 수요 증가 기대감으로 반영되었습니다. (추정) 출력제어(전력 공급 과잉으로 발전기를 강제로 멈추는 일) 관련 재무 부담 완화 여부가 주가 변동의 핵심 지표입니다."
삼성전자,259000.0,원,6.15,"삼성전자가 259,000원으로 6.15% 상승하며 장을 마감했습니다. 반도체 업황 회복 기대감과 외국인 및 기관의 대규모 매수세가 유입된 결과입니다. [출처: 한국거래소] 오늘의 상승폭은 최근 한 달 내 최대치로, 기술주 중심의 투자 심리 개선을 반영합니다. (추정)"
SK하이닉스,1836000.0,원,4.08,"SK하이닉스 주가는 183,600원으로 장을 마감했습니다. 전일 대비 4.08% 상승하며 반도체 업종 전반의 매수세를 주도했습니다. 구리 선물 가격이 3.62% 급등하며 반도체 제조 공정용 원자재 수요 기대감을 반영했습니다 [출처: 한국거래소, 인베스팅닷컴]. 삼성전자의 6.15% 상승과 동조화되어 대형 반도체주 중심의 시장 반등을 이끌었습니다."
엔비디아,203.28,USD,0.23,- 코스피 반도체 종목의 하락은 엔비디아의 주가 약세와 연동된 결과입니다. - 미국 기술주 변동성 확대가 국내 반도체 투자 심리를 위축시켰습니다. [출처: 한국거래소] - 인공지능 수요 둔화 우려가 기술주 전반의 조정 압력으로 작용했습니다. (추정)
금 선물,4073.8,USD,1.58,금 선물 가격이 1.58% 상승했습니다. [출처: Investing.com] 안전자산 선호 심리가 강화되어 금으로 자금이 유입되었습니다. [출처: (추정)] 주식 시장의 변동성 확대에 따른 위험 회피 전략으로 해석됩니다. [출처: (추정)]
미 10년물 금리,4.598,%,1.26,"미 10년물 국채 금리 상승은 안전 자산 선호 심리와 통화 긴축 경계감을 반영합니다. [출처: 금융투자협회] 채권 금리 상승은 통상 기술주 매도 압력으로 작용하나, 금일 삼성전자와 SK하이닉스는 개별 모멘텀으로 반등했습니다. [출처: 한국거래소] 구리 가격 급등은 산업 수요 회복 기대에 따른 경기 낙관론을 뒷받침합니다. [출처: LME]"
