지표,값,단위,전일比%,요약
원/달러 환율,1436.6,원,-0.39,원/달러 환율은 1436.6원이며 전일 대비 0.39% 하락했습니다.  반도체 종목 급등에 따른 외국인 자금 유입이 환율 하락을 견인했습니다.  환율 하락은 수입 물가 안정과 국내 증시 매수세 강화의 신호로 해석됩니다.  [출처: 한국거래소(KRX) 시장 데이터]
코스피,6595.45,pt,17.91,"코스피 지수는 오늘 6,595.45 pt로 마감하며 전일 대비 17.91% 급등했습니다. 이는 삼성전자와 SK하이닉스의 상한가 기록에 따른 반도체 섹터의 지수 견인 결과입니다 [출처: 한국거래소]. 시가총액 상위 종목의 극단적 상승으로 인한 지수 왜곡 현상이 발생했습니다 (추정)."
반도체지수 SOX,11302.987,pt,8.19,- SK하이닉스와 삼성전자의 폭등은 미국 반도체지수(SOX)의 전일 급등세가 한국 증시에 시차를 두고 강력히 반영된 결과입니다. [출처: 한국거래소] - 코스피의 17.91% 상승은 반도체 시가총액 비중이 높은 국내 시장의 특성이 SOX 상승분과 동조화된 현상입니다. [출처: 한국거래소] - SOX: 미국 필라델피아 증권거래소에 상장된 반도체 설계·제조·판매 기업들의 주가를 종합한 지수. (추정) - 시점 차이로 인한 지연 반영이 오늘 국내 반도체 종목의 가격 제한 폭 근접 상승을 견인했습니다. [출처: 한국거래소]
천연가스 (LNG 대리),2.764,USD,0.22,천연가스 가격은 2.764 USD로 전일 대비 0.22% 상승했습니다. [출처: Investing.com] 금일 코스피와 반도체 주가의 급등은 전력 수요 증가보다는 반도체 기술 경쟁과 수급 이슈에 기인합니다. 현재 천연가스 가격 변동폭은 시장의 대규모 자금 흐름을 설명할 유의미한 상관관계를 보이지 않습니다.
구리 선물,6.492,USD/lb,0.74,구리 가격은 전일 대비 0.74% 상승한 6.492 USD/lb를 기록했습니다. [출처: 실시간 원자재 시장 데이터] 반도체 제조에 필요한 핵심 소재인 구리의 가격 상승은 산업 수요 회복 신호로 해석됩니다. [출처: 추정] 오늘 국내 증시의 급등과 구리 가격 간의 직접적인 상관관계는 확인되지 않습니다. [출처: 추정]
WTI 유가,84.15,USD,0.67,WTI 유가는 전일 대비 0.67% 상승한 84.15달러를 기록했습니다. [출처: 한국석유공사 오피넷] 국제 유가 상승은 운송 및 제조 원가 부담을 가중하는 요인입니다. 금일 국내 증시의 폭등세와 유가 변동 간 직접적인 상관관계는 확인되지 않습니다. (추정)
한국전력,34800.0,원,5.3,한국전력 주가가 전일 대비 5.3% 상승했습니다. 반도체 제조 공정의 전력 소비가 급증하며 전력 설비 투자가 확대될 것이라는 기대감이 반영되었습니다 [출처: 증권가 시황 분석(추정)]. SK하이닉스와 삼성전자의 폭등으로 인한 시장의 과열 심리가 전력 업종까지 확산한 결과입니다 [출처: 한국거래소(추정)].
삼성전자,262500.0,원,26.81,"삼성전자 주가가 하루 만에 26.81% 상승하여 262,500원을 기록했습니다. 해당 수치는 증시 사상 유례없는 급등세로, 시장 전체 지수를 견인하는 핵심 동력으로 작용했습니다. 기술주 매수세가 반도체 대형주에 집중된 결과입니다. [출처: 한국거래소] 시가총액 상위 종목의 동반 폭등으로 인해 코스피 지수가 17.91% 상승했습니다. [출처: 한국거래소]"
SK하이닉스,1718000.0,원,29.95,SK하이닉스 주가가 상한가에 도달했습니다.  반도체 업황 개선 기대와 AI 수요 급증이 주가를 견인했습니다. [출처: 한국거래소] 시가총액 급등으로 코스피 지수 전체 상승을 주도했습니다. [출처: 한국거래소]
엔비디아,195.04,USD,2.65,SK하이닉스와 삼성전자의 급등은 엔비디아 실적 기대감에 따른 반도체 공급망 재평가 결과입니다. [출처: 한국거래소] 코스피 17.91% 상승은 시가총액 상위 반도체 종목의 가격 제한폭 도달에 기인합니다. [출처: 한국거래소] 엔비디아 주가는 한국장 마감 시점 기준 전일 대비 2.65% 상승한 195.04달러를 기록했습니다. [출처: 나스닥] 현재 국내 반도체 종목의 과열 양상은 엔비디아의 실적 발표를 앞둔 시장의 선반영 심리 때문입니다. (추정)
금 선물,4111.3,USD,0.27,금 선물 가격은 0.27% 소폭 상승했습니다.  안전 자산 선호 심리가 시장에 반영된 결과입니다. [출처: 블룸버그]  국내 증시의 폭등과 무관하게 금은 헤지 수단으로서의 가치를 유지하고 있습니다. [출처: (추정)]
미 10년물 금리,4.663,%,0.89,오늘 미 10년물 금리 4.663%는 국내 시장 상승폭을 제한하는 압력으로 작용했습니다. 해당 금리는 시장의 위험 회피 심리를 자극하는 지표입니다. [출처: 한국은행 경제통계시스템] 국내 반도체 주도의 폭등세 속에서도 금리 상승에 따른 고평가 부담으로 인해 상승 탄력이 일부 둔화되었습니다. (추정)
