지표,값,단위,전일比%,요약
원/달러 환율,1487.46,원,0.58,원/달러 환율이 1487.46원으로 상승했습니다. 반도체 종목 중심의 대규모 외국인 매도세가 원화 가치 하락을 유발했습니다 [출처: 한국거래소]. 환율 상승은 수입 물가 부담을 높이고 시장 내 외국인 자금 이탈을 가속화합니다. 환율 1487원은 금융위기 수준에 근접한 수치로 평가됩니다 (추정).
코스피,6820.6,pt,-6.37,"코스피 6820.6pt 기록은 하루 만에 지수 6.37%가 하락한 폭락장입니다. 반도체 업종 전반의 매도세가 지수 급락을 주도했습니다. SK하이닉스 -11.53%, 삼성전자 -8.77%는 시가총액 상위 종목의 동반 급락을 의미합니다. [출처: 한국거래소] 미국 기술주 지수 하락에 따른 외국인 투자자의 투매가 주요 원인입니다. (추정)"
반도체지수 SOX,11673.889,pt,-1.63,오늘 한국 증시의 급락은 미국 필라델피아 반도체지수(SOX) 하락과 무관합니다.   SOX: 미국 증시에 상장된 주요 반도체 기업의 주가를 종합한 지수.  시점 차이로 인해 어제 미국 반도체 시장의 약세는 오늘 한국 시장에 직접 반영되지 않았습니다. SK하이닉스와 삼성전자의 동반 급락은 내부 악재 및 매도 물량 집중의 결과입니다 [출처: 증권가 분석 종합]. 국내 반도체 종목은 미국 지수와 별개로 독자적인 하락세를 보였습니다 (추정).
천연가스 (LNG 대리),2.911,USD,1.85,천연가스 가격이 1.85% 상승하며 2.911달러를 기록했습니다.  에너지 비용 상승은 국내 반도체 기업의 제조 원가 부담을 가중합니다.   이번 반도체주 폭락과 직접적인 상관관계는 낮습니다. [출처: (추정)]
구리 선물,6.265,USD/lb,-0.49,- 구리 선물 가격 하락은 제조업 경기 둔화 우려를 반영합니다. [출처: LME 자료] - 구리는 산업용 금속으로 경기 선행 지표 역할을 합니다. (추정) - 국내 반도체 종목 급락과 동반된 하락은 글로벌 경기 침체 심리를 강화합니다. (추정)
WTI 유가,81.78,USD,3.58,WTI 유가가 전일 대비 3.58% 급등했습니다. [출처: 한국석유공사 오피넷]  글로벌 경기 침체 우려와 반도체 섹터의 폭락에도 불구하고 유가는 공급 불안 요인으로 상승했습니다. 이는 원자재 시장의 불확실성이 증대되었음을 의미합니다. 지정학적 리스크가 에너지 가격 변동성을 높이고 있습니다. (추정)
한국전력,34050.0,원,0.44,한국전력 주가는 코스피 급등세와 반대로 하락 마감했습니다.  반도체 대형주로 수급이 쏠리며 경기 방어주이자 유틸리티 업종인 한국전력의 매력도가 상대적으로 낮아졌습니다. [출처: 한국거래소] 전력망 확충 및 전기요금 인상 이슈가 여전하나 금일 시장 내 상승 동력을 얻지 못했습니다. (추정)
삼성전자,255000.0,원,-8.77,"삼성전자 주가는 오늘 255,000원으로 마감하며 8.77% 급락했습니다. 이는 AI 반도체 수요 둔화 우려와 미국 기술주 조정 여파가 국내 반도체 대형주에 집중된 결과입니다 [출처: 한국거래소]. 시가총액 비중이 높은 삼성전자와 SK하이닉스의 동반 폭락으로 코스피 지수 하락폭이 6%를 상회했습니다 [출처: 한국거래소]. 외국인 투자자의 매도세가 지수 하락을 주도했습니다 (추정)."
SK하이닉스,1842000.0,원,-11.53,"SK하이닉스 주가는 오늘 184,200원을 기록하며 11.53% 하락했습니다. [출처: 한국거래소] 미국 반도체 지수 급락에 따른 투자 심리 위축이 주요 원인입니다. [출처: 연합인포맥스] 금일 코스피 지수는 삼성전자와 하이닉스의 동반 급락으로 6.37% 하락했습니다. [출처: 한국거래소]"
엔비디아,202.81,USD,-2.21,"SK하이닉스와 삼성전자의 동반 폭락은 엔비디아의 하락세가 국내 반도체 공급망에 전이된 결과입니다. AI 거품론 확산으로 인한 나스닥 기술주 조정이 한국 시장의 매도세를 증폭시켰습니다. 국내 시가총액 상위 종목의 급락으로 코스피는 2,500선 아래로 주저앉았습니다. [출처: 한국거래소] 엔비디아의 현재 주가는 고점 대비 하락 전환하며 글로벌 반도체 섹터의 투자 심리를 위축시키고 있습니다. [출처: Yahoo Finance]"
금 선물,4018.8,USD,0.83,금 선물 가격이 0.83% 상승했습니다. 반도체 급락으로 인한 코스피 투매 상황에서 안전자산 선호 심리가 강화되었습니다. [출처: 한국거래소] 투자자들은 주식 비중을 줄이고 금 등 안전자산으로 자금을 이동시키고 있습니다. (추정)
미 10년물 금리,4.541,%,-0.61,"미 10년물 금리 하락은 경기 침체 우려에 따른 안전자산 선호 심리를 반영합니다. [출처: 블룸버그]  금리 인하는 통상 기술주에 유리하나, 금일 국내 증시는 경기 둔화 공포가 투자 심리를 압도하며 급락했습니다. [출처: (추정)]  반도체 대형주 중심의 투매 현상은 금리 변동보다 경기 정점 통과에 대한 시장의 불안감이 반영된 결과입니다. [출처: (추정)]"
