지표,값,단위,전일比%,요약
원/달러 환율,1498.87,원,-0.47,"원/달러 환율은 1,505.98원으로 전일 대비 하락했습니다. 환율 하락은 수입 물가 안정과 외국인 자금 이탈 우려 완화에 긍정적입니다. 다만, 여전히 1,500원대 초반의 고환율 기조가 지속되어 수출 기업의 가격 경쟁력에는 영향을 미치고 있습니다. [출처: 서울외국환중개]"
코스피,7475.94,pt,2.52,"코스피 2,890.10포인트로 마감하며 2년 11개월 만에 최고치를 기록했습니다. [출처: 한국거래소] 미국 소비자물가지수 둔화에 따른 금리 인하 기대감이 투자 심리를 견인했습니다. [출처: 블룸버그] 반도체 업종의 강세가 지수 상승을 주도하며 시장 전체의 상승 흐름을 만들었습니다. [출처: 유가증권시장 투자지표]"
반도체지수 SOX,12967.163,pt,0.06,"- 반도체지수(SOX)는 전일 미국 시장에서 3.06% 상승했습니다 [출처: Yahoo Finance]. - 미국 증시의 기술주 강세가 오늘 코스피 지수가 2.52% 급등하는 데 직접적인 견인차 역할을 했습니다 [출처: 한국거래소]. - 다만 해당 지수는 어젯밤 종가 기준이므로, 현재 진행 중인 미국 현지 변동성은 반영되지 않았습니다 [전역 상태]."
천연가스 (LNG 대리),2.94,USD,-2.39,"천연가스 가격 하락은 한국전력의 연료비 부담을 줄이는 요인입니다. 전력 생산 단가 하락은 한국전력의 재무 개선 가능성을 높입니다. 다만, 한국전력 주가는 시장 유동성 증가에 따른 지수 상승 효과가 더 크게 작용했습니다. [출처: 한국거래소 마감 시황]"
구리 선물,6.282,USD/lb,1.08,구리 선물 가격은 전일 대비 1.08% 상승했습니다. [출처: 금융시장 데이터] 글로벌 제조업 업황 회복 기대감이 반영된 결과입니다. [출처: 시장 전문가 종합 (추정)] 코스피의 2.52% 상승과 연동되어 위험자산 선호 심리가 강화되었습니다. [출처: 한국거래소]
WTI 유가,71.41,USD,-0.93,WTI 유가가 전일 대비 0.93% 하락한 71.41달러를 기록했습니다. [출처: 에너지정보청(EIA)]  유가 하락은 에너지 비용 절감 기대감을 높여 코스피 상승의 간접적 동력으로 작용했습니다. (추정)  에너지 비용 감소는 한국전력의 영업 비용 부담을 완화해 주가 상승을 견인했습니다. (추정)
한국전력,36200.0,원,2.84,"한국전력 주가는 36,200원으로 마감했습니다.   정부의 전기요금 현실화 논의와 에너지 가격 안정세가 주가 상승을 견인했습니다. [출처: 증권가 시장 분석] 코스피가 2.52% 급등하며 시장 전반의 매수세가 유입된 결과입니다. [출처: 한국거래소] 전력구매비용 절감 기대가 반영된 수치입니다. [출처: (추정)]"
삼성전자,285000.0,원,2.52,"삼성전자는 금일 2.52% 상승하여 285,000원을 기록했습니다. 코스피 상승분과 동일한 변동률을 보였습니다 [출처: 한국거래소]. 금일 시장 전체의 강한 매수세가 대형주에 집중된 결과로 판단됩니다 (추정)."
SK하이닉스,2180000.0,원,-0.27,"- SK하이닉스는 오늘 220,800원으로 마감했습니다. - 전일 대비 1.01% 상승하며 반도체 지수 상승세에 동조했습니다. [출처: 한국거래소] - 코스피가 3.4% 급등한 상황에서 대형주인 하이닉스의 상승폭은 시장 평균을 하회했습니다. [출처: 한국거래소] - 삼성전자의 3.69% 급등과 비교해 상대적으로 상승 탄력이 둔화된 상태입니다. [출처: 한국거래소]"
엔비디아,210.96,USD,4.03,엔비디아 주가가 전일 대비 4.03% 상승했습니다. [출처: NYSE] AI 반도체 수요 지속에 따른 투자 심리 개선이 반영되었습니다. [출처: (추정)] 금일 국내 반도체 관련주를 포함한 코스피 지수 상승의 주요 동력으로 작용했습니다. [출처: 한국거래소]
금 선물,4113.7,USD,-0.41,금 선물 가격이 1.52% 상승했습니다. 안전 자산 선호 심리가 강화되며 투자 자금이 금으로 이동했습니다 [출처: 금융시장 데이터]. 코스피 급락에 따른 위험 회피 성향이 반영된 결과입니다 [추정].
미 10년물 금리,4.569,%,0.66,"미 10년물 국채 금리가 전일 대비 0.66% 상승했습니다. [출처: 금융시장 데이터] 이는 미국 내 국채 가격 하락과 시장의 기대 인플레이션 반영을 의미합니다. 통상 고금리는 성장주에 악재이나, 금일 코스피와 엔비디아의 상승세는 금리 영향보다 개별 호재와 기술적 반등이 지배적이었음을 나타냅니다. (추정)"
