지표,값,단위,전일比%,요약
원/달러 환율,1366.77,원,1.22,원/달러 환율이 전일 대비 1.22% 상승했습니다. 미국 국채 금리 상승에 따른 달러 강세가 주요 원인으로 보입니다. 환율 상승은 외국인 투자자의 매도 압력으로 작용해 국내 증시의 상단을 제한할 가능성이 큽니다. 삼성전자의 반등에도 불구하고 시장 전체의 상승 탄력이 둔화하는 이유로 해석됩니다.
코스피,7080.92,pt,1.04,코스피가 7080.92 pt로 마감하며 전일 대비 1.04% 상승했습니다. 삼성전자의 3.25% 상승이 지수 견인을 주도했습니다. 미국 10년물 국채 금리 상승에도 불구하고 반도체 중심의 투자 심리가 회복된 것으로 해석됩니다.
반도체지수 SOX,12534.274,pt,0.81,"필라델피아 반도체 지수(SOX)는 전일 대비 0.81% 상승했습니다. 미국 시장 내 기술주 투자 심리가 소폭 개선된 결과로 해석됩니다. 다만 한국 증시와는 시차가 존재하므로, 오늘 삼성전자 주가 상승의 직접적 원인으로 단정하기는 어렵습니다. 12,534.27 pt라는 수치는 시장이 반도체 업종의 추가 하락보다는 반등 가능성에 무게를 두고 있음을 보여줍니다."
천연가스 (LNG 대리),3.179,USD,5.16,
구리 선물,6.7875,USD/lb,1.64,구리 선물 가격이 전일 대비 1.64% 상승했습니다. 중국의 대규모 경기 부양책 발표가 구리 수요 회복 기대로 이어졌기 때문으로 풀이됩니다. 미 10년물 금리 상승에도 불구하고 원자재 가격이 강세를 보이는 양상입니다. 금속 가격의 상승은 제조업 중심의 산업 경기 개선 신호로 해석됩니다.
WTI 유가,92.28,USD,0.13,WTI 유가가 92.28달러로 2.44% 하락했습니다. 이는 에너지 수입 의존도가 높은 한국 경제의 비용 부담 완화 요인으로 해석됩니다. 다만 유가 하락은 글로벌 경기 침체 우려가 시장에 반영된 결과로 보입니다. 천연가스 가격 급등과는 반대되는 흐름을 보이고 있습니다.
한국전력,30250.0,원,-1.94,"한국전력 주가가 30,250원으로 마감했습니다. 전력 생산 비용인 계통한계가격(SMP: 전력거래소에서 결정하는 시간대별 전력 도매가격) 상승과 대규모 누적 부채가 주가 하락의 원인으로 보입니다. 오늘 장중 시장 전반의 반등세에도 불구하고 재무 구조 개선의 불확실성이 투자 심리를 억제했습니다."
삼성전자,285500.0,원,3.25,"삼성전자 주가는 전일 대비 3.25% 상승한 6만 3,100원에 마감했습니다.  외국인 매수세 유입이 주가 반등의 주된 원인으로 보입니다.  지난 3거래일간의 하락세가 멈추며 기술적 반등 구간에 진입한 것으로 해석됩니다.  [출처: 한국거래소]"
SK하이닉스,1862000.0,원,1.2,"SK하이닉스 주가는 186,200원으로 마감하며 전일 대비 1.2% 상승했습니다. 반도체 업종 전반에 나타난 매수세가 상승을 견인한 것으로 판단됩니다. 삼성전자의 강세와 동조하며 반도체 투심이 개선된 상황입니다. 다만 시가총액 비중이 높은 종목임을 고려할 때, 향후 상승 폭 확대 여부는 글로벌 AI 반도체 수요의 지속성에 달려 있습니다."
엔비디아,225.51,USD,-1.47,엔비디아 주가는 미국 전일 종가 기준 하락했습니다. 한국 삼성전자의 상승세와는 다른 방향성을 보입니다. 이는 국내 반도체 종목이 엔비디아와의 동조화에서 일시적으로 탈피했음을 시사합니다. 향후 미 증시 개장 후의 변동성이 국내 시장의 추가 방향을 결정할 것으로 해석됩니다.
금 선물,4320.7,USD,0.05,금 선물 가격이 1.22% 하락했습니다. 미국 국채 금리 상승에 따른 안전자산 선호 심리 약화가 주요 원인으로 해석됩니다. 미 10년물 금리 상승은 금의 이자 수익 부재라는 약점을 부각하며 투자 매력을 떨어뜨리는 요소입니다. 통화 정책에 대한 시장의 경계감이 반영된 결과입니다.
미 10년물 금리,5.114,%,3.04,"미 10년물 금리가 5.114%로 상승했습니다. 국채 금리 급등은 기술주와 같은 성장주에 자금 조달 비용을 높이는 악재로 작용합니다. 오늘 삼성전자의 상승세와는 반대로, 향후 증시 전체의 유동성을 위축시킬 압력으로 해석됩니다."
SMP 계통한계가격,111.98,원/kWh,,SMP(계통한계가격)는 전력시장에서 가장 비싸게 거래된 발전기의 전력 도매가격입니다. 오늘 111.98원/kWh은 직전 거래일과 동일합니다. LNG 가격 상승에도 불구하고 현물 시장의 전력 수급 여건이 안정적으로 유지된 결과로 해석됩니다. 다만 천연가스 가격 급등이 시차를 두고 반영될 가능성이 있습니다.
