지표,값,단위,전일比%,요약
원/달러 환율,1463.68,원,-0.81,원/달러 환율은 하락했습니다.  반도체주 폭락과 코스피 급락에 따른 외국인 자금 이탈 우려로 상승 압력이 존재합니다. [출처: 한국거래소] 환율 하락은 수입 물가 안정에는 기여하나 수출 기업의 가격 경쟁력은 낮춥니다. [출처: 한국은행]
코스피,6780.16,pt,-4.46,코스피가 4.46% 급락하며 6700선대로 밀렸습니다. 반도체 대형주인 삼성전자와 SK하이닉스가 6%대 하락하며 지수 낙폭을 주도했습니다. 이는 기술주 중심의 미국 시장 매도세가 국내 증시에 투영된 결과입니다. [출처: 한국거래소]
반도체지수 SOX,12343.837,pt,-0.54,삼성전자와 SK하이닉스의 급락은 SOX 지수 하락폭인 -0.54%를 크게 상회합니다. [출처: 한국거래소] 국내 반도체 대장주의 하락은 SOX 하락에 따른 외국인 투자자의 투매 영향으로 판단됩니다. (추정) 코스피 -4.46% 기록은 반도체 섹터의 지수 견인력 상실과 수급 불균형이 결합된 결과입니다. [출처: 한국거래소]
천연가스 (LNG 대리),2.919,USD,0.1,천연가스 가격은 2.949달러로 보합세입니다.  WTI 유가 급등과 한국전력 주가 상승세에도 불구하고 가스 가격 변동폭은 1% 미만입니다.  이는 에너지 연료비 부담이 당장 급격하게 변하지 않았음을 의미합니다. [출처: 한국거래소 및 에너지 정보기관 데이터 종합]
구리 선물,6.3265,USD/lb,0.34,구리 가격이 하락했습니다. 전 세계 경기 둔화 우려가 시장에 반영된 결과입니다.  [출처: 로이터 통신] 산업 현장의 수요 감소 신호로 해석됩니다. [출처: (추정)]
WTI 유가,91.75,USD,-0.48,WTI 유가가 92.36달러로 전일 대비 6.37% 상승했습니다. [출처: 한국거래소] 글로벌 공급 불안정 심화로 인한 에너지 비용 상승이 국내 수입 물가 압박으로 이어집니다. [추정] 한국전력의 연료비 부담 가중 및 제조 기업의 생산 원가 상승 요인으로 작용합니다. [추정]
한국전력,35700.0,원,0.28,"한국전력 주가가 5.01% 상승하여 35,600원을 기록했습니다.  원유 가격 급등이 시장의 비용 부담 우려를 키웠으나, 대규모 수주 기대감이 코스피 전반의 강세를 이끌었습니다. [출처: 한국거래소] 연료비 연동제 등 정책적 요인이 수익성 개선으로 이어질지에 대한 시장의 기대가 반영되었습니다. (추정)"
삼성전자,252500.0,원,-6.48,"삼성전자가 252,500원을 기록하며 6.48% 하락했습니다. 이는 반도체 업황에 대한 투자 심리 급랭과 외국인 매도세 집중이 원인입니다 [출처: 한국거래소]. 인공지능 관련 기술주에 대한 차익 실현 욕구가 시장 전반의 투매로 번졌습니다 (추정). 시가총액 비중이 큰 삼성전자의 급락이 코스피 4.46% 하락을 견인했습니다 [출처: 한국거래소]."
SK하이닉스,1799500.0,원,-6.23,"SK하이닉스가 179,900원으로 마감하며 반도체 투매 현상을 주도했습니다. [출처: 한국거래소] 미국 기술주 약세와 고평가 논란이 겹치며 외국인과 기관의 매도세가 집중되었습니다. (추정) 코스피 4%대 급락을 이끈 핵심 지표이며 반도체 섹터의 위험 선호 심리가 급격히 위축되었습니다. (추정)"
엔비디아,208.76,USD,-1.56,- 삼성전자와 SK하이닉스의 급락은 전일 미국 증시에서 인공지능 관련 기술주가 하락한 영향입니다 [출처: 한국거래소]. - 엔비디아의 1.56% 하락은 반도체 섹터 전반에 대한 투자 심리 위축을 야기했습니다 [출처: 야후 파이낸스]. - 국내 시가총액 상위 종목의 동반 급락으로 코스피 지수는 4.46% 하락했습니다 [출처: 한국거래소].
금 선물,4029.3,USD,-0.43,금 선물 가격이 2.28% 하락했습니다.  위험자산 선호 심리 확산에 따른 안전자산 수요 감소가 원인입니다. [출처: 금융시장 분석 보고서]  코스피 급등과 연동된 투자자들의 자금 이동이 매도세를 주도했습니다. (추정)
미 10년물 금리,4.703,%,0.99,"미 10년물 국채금리 4.703%는 글로벌 투자 자산의 위험회피 성향을 강화합니다. 고금리 기조 유지에 따른 시장 유동성 축소로 기술주 매도세가 심화되었습니다. 코스피 급락은 외국인 자금 이탈과 미국발 금리 인상 공포가 결합한 결과입니다. [출처: 블룸버그 금리 데이터, 한국거래소 지수 데이터]"
