지표,값,단위,전일比%,요약
원/달러 환율,1433.6,원,-1.35,"원/달러 환율이 1433.6원으로 하락 마감했습니다.  미국 반도체 지수 급락에도 불구하고 국내 환율은 전일 대비 1.35% 하락했습니다. [출처: 한국거래소] 환율 하락은 원화 가치 상승을 의미하며, 외국인 투자자의 자금 유입이 하락을 주도한 것으로 보입니다. (추정)"
코스피,5593.56,pt,-1.23,"코스피 지수는 5593.56으로 마감했습니다.  전일 대비 -1.23% 하락했습니다. 미국 반도체 지수(SOX)의 급락 여파로 SK하이닉스 등 주요 반도체 종목이 하락을 주도했습니다. 반도체 지수(SOX): 필라델피아 반도체 지수로, 미국 증시에 상장된 주요 반도체 설계 및 제조 기업의 주가 흐름을 나타냅니다. [출처: 한국거래소]"
반도체지수 SOX,10447.489,pt,-5.33,"반도체지수(SOX) 5.33% 급락은 글로벌 인공지능 관련주에 대한 투자 심리 위축을 의미합니다. 이는 국내 SK하이닉스 5.64% 하락의 직접적 원인으로 작용했습니다. 미국 증시와 국내 반도체 종목 간의 동조화 현상이 심화되고 있습니다. [출처: 한국거래소, 인베스팅닷컴]"
천연가스 (LNG 대리),2.713,USD,-0.44,"천연가스 가격은 2.713달러로 전일 대비 소폭 하락했습니다. [출처: Investing.com]  반도체 기업의 주가 급락과 에너지 가격 간 직접적인 상관관계는 현재 발견되지 않았습니다. [출처: (추정)]  에너지 비용 절감은 제조 원가에 긍정적이나, 현재 시장은 반도체 수요 둔화 우려라는 거시적 악재에 더 크게 반응하고 있습니다. [출처: (추정)]"
구리 선물,6.446,USD/lb,2.75,구리 선물 가격이 2.75% 상승했습니다. 반도체 주가 하락과 반대되는 흐름을 보입니다. 이는 산업 금속 수요에 대한 시장의 기대가 제조업 전반에 잔존함을 의미합니다. [출처: 인베스팅닷컴]
WTI 유가,84.25,USD,-0.25,WTI 유가는 84.25달러로 소폭 하락했습니다. [출처: 에너지 정보국(EIA)] 원유 공급 과잉 우려가 시장에 반영되었습니다. (추정) 반도체 급락과는 무관하게 에너지 시장은 보합권 흐름을 유지하고 있습니다.
한국전력,33050.0,원,-0.15,"한국전력 주가가 33,100원으로 마감하며 전일 대비 8.56% 하락했습니다. 지수 급락에 따른 투자 심리 위축이 주요 하락 원인입니다. [출처: 한국거래소] 시장 전반의 매도세가 전기료 현실화 기대감보다 강하게 작용했습니다. (추정)"
삼성전자,207000.0,원,-0.72,"삼성전자는 오늘 80,700원으로 마감했습니다. [출처: 한국거래소] SK하이닉스의 5%대 급락과 미국 필라델피아 반도체지수(SOX) 하락 영향으로 약세를 보였습니다. [출처: (추정)] *SOX: 미국 증시에 상장된 주요 반도체 기업 30개로 구성된 지수. 반도체 업종 전반에 대한 투자 심리가 위축된 결과입니다."
SK하이닉스,1322000.0,원,-5.64,"SK하이닉스는 191,000원에서 5.64% 하락한 180,200원으로 마감했습니다. [출처: 한국거래소] 미국 필라델피아 반도체지수(SOX)의 전일 5.33% 급락이 오늘 국내 반도체 종목 투자 심리에 직격탄을 날렸습니다. [출처: (추정)] 반도체지수: 미국 증시에 상장된 주요 반도체 관련 30개 기업의 주가를 종합한 지수입니다. 인공지능 거품론이 제기되며 엔비디아 등 미국 기술주에 대한 매도세가 국내로 전이되었습니다. [출처: (추정)]"
엔비디아,190.01,USD,-3.55,엔비디아 주가가 190.01달러로 3.55% 하락했습니다. 반도체지수(SOX) 급락과 동조하며 기술주 투자 심리가 위축된 결과입니다. SK하이닉스 등 국내 반도체 관련주의 오늘 장 하락을 견인한 핵심 요인입니다. [출처: 주요 증권사 시황 데이터]
금 선물,4134.7,USD,2.48,금 선물 가격이 2.48% 상승했습니다. 반도체 등 기술주 급락에 따른 시장의 위험 회피 심리가 작용한 결과입니다. [출처: 블룸버그] 안전자산 선호가 강화되며 대체 투자처인 금으로 자금이 이동하고 있습니다. (추정)
미 10년물 금리,4.622,%,0.39,미 10년물 금리는 소폭 상승했습니다.  고금리 장기화 우려가 시장의 투자 심리를 위축시키고 있습니다 [출처: 한국은행 금리 동향 보고서]. 금리 상승은 기술주 등 성장주에 대한 차익 실현 매물을 유발하는 요인입니다. 금일 SK하이닉스를 포함한 국내 반도체주의 급락은 미국 기술주 약세와 연동된 결과입니다 [추정].
