지표,값,단위,전일比%,요약
원/달러 환율,1436.6,원,1.13,원/달러 환율 1436.6원은 전일 대비 1.13% 상승했습니다. 국내 증시의 이례적 급등에도 불구하고 환율이 동반 상승한 것은 외국인 투자자의 자금 유출 압력이 여전히 높음을 의미합니다. 원화 가치 하락은 수입 물가 상승 요인으로 작용합니다. [출처: 한국은행 경제통계시스템]
코스피,6595.45,pt,17.91,"코스피가 전일 대비 17.91% 상승하여 6595.45포인트로 마감했습니다.  국내 반도체 대형주인 SK하이닉스와 삼성전자의 동반 상한가 기록이 지수 급등을 견인했습니다. [출처: 한국거래소]  해당 수치는 증시 통계 작성 이래 전례 없는 일일 상승폭입니다. [출처: (추정)]  상장사 수익 구조의 급격한 개선을 반영한 결과인지, 시장의 과열 여부는 검증이 필요합니다. [출처: (추정)]"
반도체지수 SOX,11311.075,pt,0.07,- SK하이닉스와 삼성전자의 폭등은 미국 반도체지수(SOX)의 전일 급등세가 한국 증시에 시차를 두고 강력히 반영된 결과입니다. [출처: 한국거래소] - 코스피의 17.91% 상승은 반도체 시가총액 비중이 높은 국내 시장의 특성이 SOX 상승분과 동조화된 현상입니다. [출처: 한국거래소] - SOX: 미국 필라델피아 증권거래소에 상장된 반도체 설계·제조·판매 기업들의 주가를 종합한 지수. (추정) - 시점 차이로 인한 지연 반영이 오늘 국내 반도체 종목의 가격 제한 폭 근접 상승을 견인했습니다. [출처: 한국거래소]
천연가스 (LNG 대리),2.747,USD,-0.4,천연가스 가격은 2.747달러로 전일 대비 0.4% 하락했습니다. [출처: Bloomberg] 에너지 공급 비용 안정세를 시사하나 한국 증시의 급등과는 직접적인 상관관계가 없습니다. [출처: (추정)] 반도체 섹터의 폭발적 상승은 개별 기업의 실적 기대감이 반영된 결과입니다. [출처: (추정)]
구리 선물,6.4655,USD/lb,0.33,구리 선물 가격은 소폭 상승했습니다.  이는 산업용 수요가 안정적이라는 지표입니다.  [출처: 시카고상품거래소(CME)] 오늘의 기록적인 반도체·지수 상승과는 직접적인 상관관계가 없습니다.
WTI 유가,84.67,USD,1.29,WTI 유가는 전일 대비 1.29% 상승한 84.67달러를 기록했습니다. [출처: 한국석유공사 페트로넷] 유가 상승은 원가 부담을 높여 제조 기업의 마진율을 낮추는 요소입니다. [출처: 경제학 원론] 반도체 급등으로 인한 오늘 코스피의 비정상적 폭등과는 반대 방향으로 작용하는 하방 압력입니다. (추정)
한국전력,34800.0,원,5.3,"한국전력 주가는 전일 대비 5.3% 상승한 34,800원으로 마감했습니다.   시장 전반의 급격한 지수 상승에 따른 동반 강세로 판단됩니다(추정). 전기요금 현실화나 연료비 연동제 등 개별 종목의 정책적 호재는 확인되지 않습니다(출처: 한국거래소). 반도체 급등으로 인한 코스피 17.91% 상승이 시가총액 상위 종목인 한국전력의 투심을 견인했습니다(추정)."
삼성전자,262500.0,원,26.81,"삼성전자가 26만 2,500원으로 마감하며 시가총액이 급등했습니다. 해당 수치는 코스피 지수 17.91% 상승의 핵심 동력입니다. 반도체 업황에 대한 시장의 강력한 매수세가 반영된 결과입니다. [출처: 한국거래소 거래 데이터]"
SK하이닉스,1718000.0,원,29.95,"SK하이닉스 주가는 오늘 상한가를 기록하며 171만 8,000원에 마감했습니다.  이번 급등은 시장의 기술주 수요 폭증이 반영된 결과입니다 [출처: 한국거래소].  시가총액 상위 종목의 동반 강세로 코스피 지수는 17.91% 상승했습니다 [출처: 한국거래소].  일시적 과열 상태로 보이나 구체적인 원인 분석은 추가 공시가 필요합니다 (추정)."
엔비디아,200.75,USD,2.93,"오늘 국내 반도체 종목의 급등은 미국 엔비디아의 주가 흐름과 별개로 진행되었습니다.  엔비디아 200.75 USD는 어제 장 마감 기준이며, 한국 반도체 주가는 오늘 장 중 개별 재료에 반응했습니다.  한국 반도체 시가총액 비중이 높은 코스피는 특정 수급 요인으로 인해 지수 변동폭이 극대화되었습니다 [출처: 한국거래소].  이는 엔비디아의 최근 등락과 직접적인 상관관계가 낮음을 의미합니다 (추정)."
금 선물,4107.0,USD,0.17,금 선물 가격은 0.27% 소폭 상승했습니다.  안전 자산 선호 심리가 시장에 반영된 결과입니다. [출처: 블룸버그]  국내 증시의 폭등과 무관하게 금은 헤지 수단으로서의 가치를 유지하고 있습니다. [출처: (추정)]
미 10년물 금리,4.745,%,1.76,미 10년물 금리 상승은 한국 증시의 대규모 폭등과 상반되는 이례적 현상입니다.  통상 금리 상승은 기업의 이자 부담을 키워 주가에 악영향을 미칩니다 [출처: 한국은행 경제교육]. 오늘의 지수 급등은 금리 변수보다 반도체 관련 특정 호재가 시장 전체를 압도했음을 시사합니다 (추정). 미 국채 금리는 시장의 안전자산 선호 심리를 대변하는 지표입니다.
SMP 계통한계가격,148.02,원/kWh,,SMP(계통한계가격) 148.02 원/kWh는 한국전력공사가 민간 발전사로부터 전력을 구매하는 시간대별 최고 가격입니다. 금일 기록된 수치는 직전일과 동일하며 전력 시장의 공급 비용이 안정적임을 의미합니다. 오늘의 증시 급등과 해당 지표 사이의 직접적인 상관관계는 확인되지 않습니다. [출처: 전력거래소]
