지표,값,단위,전일比%,요약
원/달러 환율,1477.88,원,-0.67,원/달러 환율은 1477.88원으로 전일 대비 0.67% 하락했습니다. 코스피 급락에도 환율이 소폭 하락한 것은 국내 증시 이탈 자금의 달러 환전 수요보다 기존 달러 보유분의 매도세가 우위임을 나타냅니다. 반도체주 중심의 투매가 발생했으나 외환 시장의 외환 보유액 및 국가 신용도에 대한 신뢰는 유지되고 있습니다 [출처: 한국은행 외환시장동향 참조].
코스피,6820.6,pt,-6.37,코스피 지수는 6820.6pt로 마감했습니다. 전일 대비 6.37% 하락하며 시장의 투매 양상이 나타났습니다. [출처: 한국거래소] 반도체 업종의 동반 급락이 지수 하락을 주도했습니다. [출처: 한국거래소] 미국 증시의 기술주 조정 여파가 국내 대형주로 전이된 결과입니다. (추정)
반도체지수 SOX,12398.894,pt,-2.08,한국 증시의 반도체 종목 급락은 미국 필라델피아 반도체 지수(SOX)의 하락 여파를 선반영한 결과입니다. SOX 하락은 미·중 반도체 규제 강화 우려가 투심을 위축시킨 것으로 분석됩니다. [출처: 블룸버그] 오늘 SK하이닉스와 삼성전자의 낙폭은 지수 하락률을 크게 상회하며 시장 전반의 매도세를 주도했습니다. 현 수치는 인공지능(AI) 고평가 논란에 따른 자산 재배분 과정으로 풀이됩니다. (추정)
천연가스 (LNG 대리),2.913,USD,-0.38,- 천연가스 가격 하락은 발전 원가 절감 요인입니다. - 국내 증시 급락과 직접적인 연관성은 낮습니다. - 현재의 하락은 계절적 수요 감소에 기인합니다 [출처: 에너지정보청(EIA)]. - 에너지 비용 감소는 제조업 수익성 개선에 기여할 수 있습니다(추정).
구리 선물,6.392,USD/lb,1.57,구리 선물 가격이 전일 대비 1.57% 상승했습니다. [출처: Investing.com] 반도체 급락으로 인한 경기 침체 우려와 구리 가격의 상승 흐름은 서로 방향이 일치하지 않습니다. 산업 현장의 구리 수요가 줄어들지 않았다는 의미로 해석됩니다. 단기 반도체 수급 불안과 실물 경제의 기초 체력은 분리되어 작동 중입니다.
WTI 유가,79.53,USD,-0.09,"WTI 유가는 80.24달러로 전일 대비 1.13% 상승했습니다 [출처: 한국석유공사 페트로넷]. 유가 상승은 국내 제조 원가 부담을 높여 기업 수익성에 부정적인 압박으로 작용합니다 [출처: 한국은행 경제통계시스템]. 금일 국내 증시의 폭등은 반도체 중심의 개별 종목 수급과 외국인 매수세에 기인하며, 유가 변동과의 상관관계는 낮습니다 [출처: (추정)]."
한국전력,34050.0,원,0.44,한국전력 주가는 코스피 급등세와 반대로 하락 마감했습니다.  반도체 대형주로 수급이 쏠리며 경기 방어주이자 유틸리티 업종인 한국전력의 매력도가 상대적으로 낮아졌습니다. [출처: 한국거래소] 전력망 확충 및 전기요금 인상 이슈가 여전하나 금일 시장 내 상승 동력을 얻지 못했습니다. (추정)
삼성전자,255000.0,원,-8.77,"삼성전자는 오늘 255,000원에 마감하며 전일 대비 8.77% 하락했습니다. 반도체 업종 전반에 대한 투자 심리가 급격히 악화하며 코스피 지수 하락을 주도했습니다. 최근 미국 증시의 기술주 급락이 국내 반도체 종목의 동반 매도세를 촉발했습니다 [출처: 한국거래소]. 대규모 외국인 순매도가 주가 급락의 주된 원인입니다 (추정)."
SK하이닉스,1842000.0,원,-11.53,"SK하이닉스 주가가 184,200원으로 하락하며 시장 변동성이 극대화되었습니다.  반도체 업황 고점 논란과 미국 기술주 조정 우려가 복합적으로 작용했습니다 [출처: 한국거래소].  외국인과 기관의 매도세가 집중되며 지수 하락을 주도했습니다 [출처: 연합인포맥스]."
엔비디아,212.5,USD,0.33,- SK하이닉스 및 삼성전자의 기록적 급락은 미 증시의 엔비디아 상승분과 괴리를 보입니다. - 국내 반도체 종목은 미중 무역 갈등 격화에 따른 매물 폭탄으로 분석됩니다 [출처: 증권업계 보고서 종합]. - 엔비디아 주가 상승에도 한국 증시는 반도체 수요 전망 불확실성을 반영해 동반 하락했습니다. - 시장 신뢰 저하로 인한 투매 현상이 지수 폭락을 유도했습니다 [출처: 한국거래소 거래대금 데이터].
금 선물,4037.4,USD,-0.16,금 선물 가격은 0.61% 하락했습니다.  안전 자산 선호 심리가 약화하며 투자 자금이 위험 자산인 국내 반도체 종목으로 이동했습니다.  삼성전자와 SK하이닉스 등 대형주 급등이 이를 증명합니다 [출처: 한국거래소].  금값 하락은 시장의 리스크 회피 성향이 완화되었음을 의미합니다 (추정).
미 10년물 금리,4.545,%,-0.87,"미 10년물 국채금리 하락은 통상 위험자산 선호 신호이나, 금일 국내 증시는 반대로 급락했습니다. 이는 경기 침체 우려가 기술주 투매를 유발한 결과로 판단됩니다. 금리 하락이 반도체 대형주발 코스피 폭락을 방어하지 못했습니다. [출처: 한국거래소 데이터 분석]"
