지표,값,단위,전일比%,요약
원/달러 환율,1506.18,원,-1.48,원/달러 환율은 1506.18원으로 전일 대비 하락했습니다. 환율 하락은 원화 가치가 강세로 돌아섰음을 의미합니다. 다만 반도체 지수 급락과 삼성전자의 약세로 인해 국내 증시의 하방 압력은 여전히 큽니다. 외국인 자금 이탈 우려가 잔존합니다. [출처: 한국거래소]
코스피,7318.53,pt,-4.41,"코스피 -4.41% 급락은 반도체 섹터의 투매와 시장 투자 심리 위축을 반영합니다. 삼성전자와 필라델피아 반도체 지수(SOX)의 동반 하락이 지수 하방 압력을 주도했습니다. 한국전력의 주가 하락은 에너지 비용 부담과 재무 구조에 대한 우려가 반영된 결과입니다. [출처: 한국거래소, 시장 데이터]"
반도체지수 SOX,12300.516,pt,-4.65,"반도체지수 SOX 하락은 오늘 국내 반도체주 투자 심리를 즉각적으로 위축시켰습니다. 삼성전자 주가는 해당 지수 하락 영향으로 전일 대비 -5.57% 급락했습니다. [출처: 한국거래소] 시차를 고려할 때, 미국 시장의 기술주 매도세가 한국 반도체 섹터의 실적 불확실성과 맞물려 하방 압력을 가했습니다. (추정)"
천연가스 (LNG 대리),3.283,USD,0.55,천연가스 가격이 전일 대비 0.55% 상승한 3.283 USD를 기록했습니다. [출처: Investing.com]  한국전력의 발전 원가 부담이 가중될 전망입니다. [추정]  에너지 수입 비용 증가는 무역수지 개선을 저해하는 요인으로 작용합니다. [출처: 한국은행 경제통계시스템]
구리 선물,6.206,USD/lb,0.56,"구리 선물 가격이 전일 대비 0.56% 상승했습니다. [출처: Investing.com] 구리는 전기차와 전력망 설비의 핵심 원자재로, 산업 경기 회복을 나타내는 선행 지표입니다. [출처: 한국광해광업공단] 국내 반도체 및 전력 관련주 급락과는 반대되는 흐름을 보이고 있습니다."
WTI 유가,72.87,USD,3.45,WTI 유가가 3.45% 상승하여 72.87달러를 기록했습니다. 에너지 비용 상승은 제조업 중심인 한국의 기업 수익성에 부정적인 압력을 가합니다. 특히 삼성전자 등 반도체 제조 기업의 생산 원가 부담을 가중할 수 있습니다. [출처: 한국석유공사 페트로넷]
한국전력,36500.0,원,-4.45,"한국전력 주가는 금일 36,500원으로 마감하며 전일 대비 4.45% 하락했습니다. [출처: 한국거래소] 지난 5일 발표된 2분기 영업이익이 시장 전망치를 하회하며 투자 심리가 위축된 결과입니다. [출처: 증권가 리포트(추정)] 반도체 업종의 급락으로 인한 증시 전반의 조정 압력도 주가 하락에 영향을 주었습니다. [출처: 한국거래소]"
삼성전자,279500.0,원,-5.57,"삼성전자가 279,500원으로 마감하며 5.57% 하락했습니다. [출처: 한국거래소] 미국 필라델피아 반도체지수(SOX)가 4.65% 급락한 영향이 투심에 반영되었습니다. [출처: 뉴욕증권거래소] 외국인과 기관의 매도세가 집중되며 시가총액 비중이 높은 종목의 하락폭이 컸습니다. (추정)"
SK하이닉스,2142000.0,원,-2.68,"SK하이닉스는 214,200원으로 장을 마감하며 전일 대비 2.68% 하락했습니다. [출처: 한국거래소] 미국 필라델피아 반도체 지수(SOX)가 전날 4.65% 급락한 영향으로 투심이 위축되었습니다. [출처: Investing.com] 삼성전자의 2분기 잠정 실적이 시장 기대치를 하회하며 반도체 섹터 전반에 매도세가 집중되었습니다. [출처: 금융감독원 전자공시시스템]"
엔비디아,196.93,USD,0.71,"엔비디아는 한국 증시 마감 전날 소폭 상승 마감했습니다. 삼성전자 등 국내 반도체 종목이 급락했으나, 엔비디아의 주가 흐름과는 디커플링(탈동조화) 현상을 보였습니다. 필라델피아 반도체 지수(SOX)의 하락 폭이 엔비디아보다 훨씬 커 반도체 섹터 내 대형주와 부품주 간 매도세 차이가 존재합니다. [출처: Bloomberg, 한국거래소]"
금 선물,4134.1,USD,-0.27,"금 선물 가격이 0.93% 하락했습니다.  시장의 위험 회피 심리가 완화되며 안전자산인 금에 대한 수요가 줄었습니다 [출처: 금융시장 데이터].  국내 증시의 급락과 금 가격 하락은 무관하며, 이는 글로벌 달러 강세에 따른 금의 상대적 가격 부담이 반영된 결과입니다 (추정)."
미 10년물 금리,4.529,%,0.98,미 10년물 금리 상승은 시장의 위험자산 선호 심리를 위축시켰습니다. 반도체 지수 SOX 하락과 맞물려 삼성전자의 투심 악화에 직접적 영향을 미쳤습니다. [출처: 블룸버그 금리 데이터] 고금리는 자본 조달 비용을 높여 한국전력 등 부채 비중이 큰 기업에 하방 압력으로 작용합니다. (추정)
