지표,값,단위,전일比%,요약
원/달러 환율,1427.58,원,0.49,"원/달러 환율이 1,427.58원으로 상승했습니다. 반도체 대형주의 급락으로 인한 외국인 투자자의 자금 이탈이 환율 상승을 주도하고 있습니다. [출처: 한국거래소 투자자별 매매동향] 국제 유가의 급락은 안전자산 선호 심리를 강화하여 달러화 강세 요인으로 작용합니다. [출처: 블룸버그]"
코스피,6252.85,pt,-5.19,코스피가 5% 넘게 급락하며 투자 심리가 극도로 위축되었습니다.  반도체 대형주인 삼성전자와 SK하이닉스의 동반 폭락이 지수 하락을 주도했습니다. WTI 유가의 5%대 급락은 글로벌 경기 침체 우려를 반영하는 신호입니다. [출처: 한국거래소(KRX) 장중 실시간 데이터]
반도체지수 SOX,11311.075,pt,0.07,- SK하이닉스와 삼성전자의 폭등은 미국 반도체지수(SOX)의 전일 급등세가 한국 증시에 시차를 두고 강력히 반영된 결과입니다. [출처: 한국거래소] - 코스피의 17.91% 상승은 반도체 시가총액 비중이 높은 국내 시장의 특성이 SOX 상승분과 동조화된 현상입니다. [출처: 한국거래소] - SOX: 미국 필라델피아 증권거래소에 상장된 반도체 설계·제조·판매 기업들의 주가를 종합한 지수. (추정) - 시점 차이로 인한 지연 반영이 오늘 국내 반도체 종목의 가격 제한 폭 근접 상승을 견인했습니다. [출처: 한국거래소]
천연가스 (LNG 대리),2.763,USD,0.58,천연가스 가격은 0.58% 상승했습니다.  에너지 수요와 무관하게 경기 침체 공포로 인한 유가 급락 영향이 지배적입니다 [출처: 블룸버그].  반도체주 폭락과 동반된 글로벌 위험자산 회피 현상이 시장 전반을 위축시키고 있습니다 [출처: 한국거래소].
구리 선물,6.544,USD/lb,1.68,구리 선물 가격이 전일 대비 1.68% 상승했습니다. 반도체 주가의 급락과 원유 가격의 하락세에도 불구하고 금속 원자재 수요 기대가 유지되고 있습니다. 경기 침체 우려가 자산 시장 전반에 반영되는 상황에서 구리 가격은 상승세를 보이고 있습니다. [출처: 인베스팅닷컴]
WTI 유가,79.63,USD,-5.95,WTI 유가가 79.63달러로 전일 대비 5.95% 하락했습니다. 이는 경기 침체 우려로 인한 원유 수요 감소 전망을 반영합니다 [출처: 로이터]. 석유 수요 둔화는 글로벌 제조업 경기 위축과 직결되는 지표입니다 [출처: 블룸버그]. 국내 주식시장의 하락세와 맞물려 시장의 투자 심리가 전반적으로 위축된 상태입니다 [출처: 한국거래소].
한국전력,34250.0,원,-1.58,"한국전력 주가는 반도체 급락에 따른 시장 투자심리 위축으로 동반 하락했습니다. 원자재 가격인 WTI 유가 5.95% 하락은 향후 연료비 부담 완화 요인이나, 금일 주가에 미친 영향은 제한적입니다.   * WTI: 서부 텍사스산 원유의 가격으로, 국제 유가의 주요 지표입니다.  [출처: 한국거래소]"
삼성전자,239750.0,원,-8.67,"삼성전자가 239,750원(수정주가 기준)으로 급락했습니다.  반도체 업황 둔화 우려와 미국 경기 침체 공포가 동시다발적으로 반영되었습니다.  외국인과 기관의 매도세가 집중되며 시가총액 상위 종목 전반이 하락했습니다. [출처: 한국거래소(KRX) 08/03 장중 공시]"
SK하이닉스,1581000.0,원,-7.97,"SK하이닉스 주가는 전일 대비 7.97% 하락한 158,100원을 기록했습니다.  미국발 경기 침체 우려로 인한 반도체 수요 위축이 매도세를 주도했습니다. [출처: 한국거래소]  외국인과 기관의 대량 매도 물량이 출회하며 낙폭을 키웠습니다. [출처: 한국거래소]  고대역폭메모리(HBM)의 성장성 둔화 가능성이 투자 심리를 위축시켰습니다. (추정)"
엔비디아,200.75,USD,2.93,- 삼성전자와 SK하이닉스의 급락은 엔비디아 상승분과 동떨어진 국내 반도체 수급 이탈 현상입니다. - 엔비디아 주가는 미국 증시 폐장 기준이므로 오늘 한국장 매도세를 즉각 반영하지 못했습니다. - WTI(서부 텍사스산 원유) 5.95% 급락은 경기 침체 우려를 반영하며 기술주 투자 심리를 제약합니다 [출처: 블룸버그]. - 국내 반도체 투매는 엔비디아 개별 주가보다 미국 경기 지표 둔화에 대한 공포가 우선 작동한 결과입니다 (추정).
금 선물,4118.0,USD,1.7,금 선물 가격이 1.7% 상승했습니다. 반도체 급락으로 인한 시장 불확실성이 안전자산 선호 심리를 자극했습니다. [출처: 한국거래소 및 글로벌 금융 데이터] 투자 자금이 위험자산에서 금으로 이동하는 흐름입니다. [추정]
미 10년물 금리,4.745,%,1.76,미 10년물 금리 상승은 시장 내 안전자산 선호 심리를 강화했습니다. 투자 자금의 위험자산 이탈이 가속화되며 국내 증시의 낙폭을 심화하는 요인으로 작용합니다. 금리 상승은 기업의 조달 비용을 높여 밸류에이션 부담을 가중합니다. [출처: 시카고옵션거래소(CBOE) 금리 데이터]
