지표,값,단위,전일比%,요약
원/달러 환율,1408.28,원,-0.5,"원/달러 환율이 하락하며 국내 증시의 외국인 매수 환경이 개선되었습니다. 환율 하락은 원화 가치 상승을 의미하며, 이는 수출 기업 수익성에는 부정적이나 수입 물가 안정에는 기여합니다. 금일 SK하이닉스 상승세는 환율 하락으로 인한 외국인 수급 유입이 주된 원인으로 분석됩니다. 다만 환율 변동 폭이 미미하여 추세적 반전으로 단정하기는 어렵습니다."
코스피,6934.75,pt,-0.62,코스피 6934.75 포인트는 전일 대비 0.62% 하락한 수치입니다. SK하이닉스의 상승에도 불구하고 지수 전반은 약세를 보이고 있습니다. 유가 급등이 물가 불안을 자극하며 투자 심리를 위축시킨 것으로 해석됩니다. 전체 지수 하락 배경에 대한 상세 데이터는 확인되지 않아 모릅니다.
반도체지수 SOX,12621.005,pt,1.64,필라델피아 반도체지수(SOX) 1.64% 상승은 오늘 한국 증시 내 반도체 종목의 매수 심리를 강화하는 요인입니다. 이는 간밤 미국 시장에서 인공지능 관련 수요가 견조하다는 인식이 반영된 결과로 해석됩니다. SK하이닉스의 오늘 주가 상승과 맞물려 반도체 대형주 중심의 지수 견인이 지속될 것으로 보입니다. 다만 국내외 장 운영 시간 차이로 인해 실시간 변동성이 확대될 가능성도 존재합니다.
천연가스 (LNG 대리),2.705,USD,-1.02,천연가스 가격 하락은 에너지 비용 부담을 완화하는 신호입니다. 이는 원가 절감을 통해 국내 제조 기업의 수익성 개선을 견인할 것으로 분석됩니다. 다만 유가 급등세가 천연가스 하락분을 상쇄하며 시장의 인플레이션 우려를 지속시킵니다.
구리 선물,6.57,USD/lb,-0.45,구리 선물 가격이 하락했습니다. 이는 경기 선행 지표로서 글로벌 제조업 수요 둔화 가능성을 시사합니다. 원자재 시장의 약세는 한국 수출 기업의 이익률 개선 전망을 제약하는 요인으로 판단됩니다. 원인과 향후 파급 효과에 대해서는 추가 데이터 확인이 필요합니다.
WTI 유가,85.03,USD,3.19,WTI 유가가 전일 대비 3.19% 상승한 85.03달러를 기록했습니다. 원유 공급 부족 우려가 시장에 반영된 결과로 해석됩니다. 에너지 비용 상승은 기업의 생산 원가 부담을 높여 국내 물가 상승 압력으로 작용할 전망입니다. 한국전력과 같은 에너지 소비 비중이 높은 기업의 수익성에는 악재로 판단됩니다.
한국전력,32550.0,원,-2.11,"한국전력 주가가 32,550원으로 전일 대비 2.11% 하락했습니다. 유가 상승으로 인한 연료비 부담 가중 우려가 매도세로 이어진 것으로 해석됩니다. 에너지 가격 상승은 발전 원가 비중이 높은 한국전력의 수익성을 낮추는 구조적 원인입니다."
삼성전자,270750.0,원,-1.37,삼성전자 주가가 전일 대비 1.37% 하락하며 27만 750원대를 기록했습니다. 반도체 업황의 불확실성이 지속되면서 투자 심리가 위축된 것으로 해석됩니다. SK하이닉스의 상승세와 대조되는 양상을 보이며 지수 하락 압력으로 작용 중입니다.
SK하이닉스,1682000.0,원,2.25,"SK하이닉스 주가는 전일 대비 2.25% 상승한 168,200원을 기록했습니다. 미국 증시 내 엔비디아의 반등이 국내 반도체 투자 심리를 개선한 것으로 보입니다. 이번 상승은 단기 과매도 구간을 벗어나려는 기술적 매수세가 유입된 결과로 해석됩니다. 다만 오늘 종가는 장 마감 시점의 시장 수급에 따라 변동될 수 있습니다."
엔비디아,225.01,USD,-0.07,"엔비디아 주가는 보합권이나 국내 반도체 종목은 동반 급등했습니다. 이는 인공지능 수요 기대감이 한국 시장으로 확산된 결과로 판단됩니다. 미국 증시와의 시점 차이를 고려할 때, 국내 투자자들의 매수세가 선제적으로 유입된 것으로 보입니다. 시장 방향성을 결정할 미국 물가 지표 발표를 앞두고 관망보다 상승을 택한 움직임입니다."
금 선물,4458.6,USD,1.79,금 선물 가격이 전일 대비 1.79% 상승했습니다. 지정학적 리스크 고조와 경기 불확실성에 따른 안전자산 선호 심리가 가격을 밀어 올린 것으로 판단됩니다. 금 가격 상승은 투자자들의 위험 회피 성향이 강해졌다는 신호입니다. 상세한 매수 주체와 자금 흐름은 파악되지 않습니다.
미 10년물 금리,4.724,%,0.6,미 10년물 금리가 4.724%로 상승했습니다. 이는 시장의 안전자산 선호 심리가 강화되고 있음을 의미합니다. 국채 금리 상승은 주식 시장의 밸류에이션 부담을 높여 성장주에 하락 압력으로 작용할 것으로 보입니다. 금리 향방을 결정할 구체적인 차주 경제 지표는 알 수 없습니다.
SMP 계통한계가격,148.15,원/kWh,,SMP(계통한계가격)는 전력시장에서 결정되는 시간대별 전력 판매 가격입니다.  전일과 변동 없는 148.15원/kWh는 한전의 전력 구입 비용이 보합세임을 의미합니다.  유가 상승에도 SMP가 고정된 것은 LNG 발전 비중 변화나 기저 부하 운용 방식이 원인으로 보입니다.  이 지표는 한전의 적자 폭 축소 여부를 결정짓는 주요 변수입니다.
