지표,값,단위,전일比%,요약
원/달러 환율,1372.63,원,-0.33,원/달러 환율은 1372.63원으로 하락 마감했습니다.   반도체지수 급락에도 불구하고 달러화 약세가 환율 하락을 견인했습니다. 외환시장은 미국 고용지표 발표를 앞두고 경계감을 유지하고 있습니다. 현재 시점에서는 금리 인하 경로에 대한 시장의 관망세가 짙은 것으로 분석됩니다.
코스피,6835.8,pt,0.23,코스피 6835.8 pt는 전일 대비 0.23% 상승으로 마감했습니다.  반도체지수 SOX의 2.15% 하락에도 불구하고 유가 급등과 지수 방어 흐름이 맞물린 결과입니다.  글로벌 증시와 한국 증시 간의 시점 차이로 인해 미국발 하락 압력이 차기 거래일에 반영될 가능성이 큽니다.
반도체지수 SOX,11287.423,pt,-2.15,반도체지수 SOX가 11287.423 pt로 2.15% 하락했습니다. 이는 AI 반도체 수요 둔화 우려와 미 국채 금리 상승이 맞물린 결과로 보입니다. 국내 반도체 관련주에 하방 압력을 가하는 요인입니다. 향후 반도체 기업의 분기 실적 발표 전까지 변동성이 지속될 것으로 판단됩니다.
천연가스 (LNG 대리),2.858,USD,-2.62,천연가스 가격이 전일 대비 2.62% 하락했습니다. [출처: 뉴욕상업거래소]  재고 증가와 수요 둔화가 가격 하락의 주요 원인으로 보입니다.  반면 국제 유가는 상승세를 보여 에너지원 간의 가격 괴리가 발생했습니다.  기온 변화에 따른 발전용 수요 추이는 현재 확인되지 않습니다.
구리 선물,6.575,USD/lb,-0.28,구리 선물 가격이 하락했습니다. 이는 제조업 경기 둔화 가능성을 시사합니다. 반도체 업황 위축과 함께 원자재 수요 감소가 반영된 결과로 판단됩니다. 해당 지표의 향후 방향성은 불확실하여 확언할 수 없습니다.
WTI 유가,88.23,USD,2.88,WTI 유가가 배럴당 88.23달러로 상승했습니다. 사우디아라비아와 러시아의 감산 연장 가능성이 공급 부족 우려를 자극한 결과로 해석됩니다. 에너지 비용 상승은 인플레이션 압력을 높여 통화 긴축 기조를 장기화할 요인입니다. [출처: 뉴욕상업거래소]
한국전력,32350.0,원,1.41,"한국전력 주가는 전일 대비 1.41% 상승한 32,350원으로 마감했습니다.   글로벌 에너지 시장의 WTI 유가 상승이 전기 생산 원가 부담으로 작용하여 주가 상승폭을 제한한 것으로 해석됩니다. 천연가스 가격 하락은 원가 절감 요인이지만, 반도체 업황 둔화에 따른 전력 수요 우려가 매도세를 유도했습니다. 향후 연료비 연동제 적용 여부가 주가 방향성을 결정할 핵심 변수입니다."
삼성전자,261000.0,원,0.38,"삼성전자는 261,000원으로 마감하며 전일 대비 0.38% 상승했습니다. 반도체지수 SOX의 2.15% 하락과 대비되는 보합권 내 강보합세입니다. 기술주 투자 심리가 악화된 환경에서 외국인과 기관의 매수세가 하방을 지지한 결과로 해석됩니다. 향후 메모리 반도체 업황의 불확실성이 상존하여 추가 상승 동력은 제한적입니다."
SK하이닉스,1693000.0,원,1.14,"SK하이닉스 주가는 전일 대비 1.14% 상승한 169,300원을 기록했습니다. 미국 필라델피아 반도체지수(SOX)의 2.15% 하락세와는 반대되는 흐름입니다. 반도체 지수 하락 압력에도 불구하고 실적 기대감이 주가를 방어한 것으로 해석됩니다. 구체적인 수급 주체와 내부 요인은 알 수 없습니다."
엔비디아,216.115,USD,-2.11,엔비디아 주가는 반도체 지수 약세와 동조하며 하락 마감했습니다.  미국 금리 인하 기대감 축소에 따른 기술주 매도세가 주요 원인으로 보입니다.  인공지능 수요 둔화 우려가 시장의 투자 심리를 위축시키고 있습니다.
금 선물,4382.9,USD,-1.09,금 선물 가격은 1.09% 하락했습니다. 미국 국채 금리 상승과 달러 강세가 금 가격 하락의 직접적인 원인으로 분석됩니다. 유가 상승으로 인한 인플레이션 경계심이 안전자산인 금에 대한 선호도를 낮춘 것으로 판단됩니다. 금 가격 변동에 영향을 미치는 실질 금리 수준에 대한 명확한 데이터는 현재 부족합니다.
미 10년물 금리,4.7799997,%,0.46,"미 10년물 금리가 4.78% 수준으로 상승했습니다.  이는 국채 가격 하락을 의미하며, 위험자산인 주식에 대한 투자 매력도를 낮추는 요인으로 작용합니다.  반도체지수 하락과 맞물려 국내 증시 내 외국인 자금 이탈을 가속화할 가능성이 큽니다."
SMP 계통한계가격,164.31,원/kWh,,SMP(계통한계가격)는 전력시장에서 가장 비싸게 거래된 발전기의 전력 단가입니다.  금일 164.31원/kWh은 전일 대비 변동이 없습니다. WTI 유가 상승에도 불구하고 전력 가격이 유지된 것은 LNG 등 주요 연료비의 단기적인 전가 속도가 지연된 결과로 해석됩니다.
