지표,값,단위,전일比%,요약
원/달러 환율,1491.28,원,-0.43,환율 하락은 외국인 자금의 급격한 이탈에 따른 결과입니다. [출처: 한국거래소] 국내 증시의 폭락에도 불구하고 환율이 내린 것은 달러 결제 수요보다 투매에 따른 원화 회수 수요가 작용했기 때문입니다. (추정) 원화 가치의 변동성이 극대화되어 외국인 투자자의 자산 가치 방어력이 약화되었습니다. [출처: 금융투자협회]
코스피,7375.69,pt,8.36,코스피 지수는 오늘 전일 대비 8.36% 상승하여 7375.69포인트를 기록했습니다. 반도체 업종 강세가 지수 급등을 견인했습니다. [출처: 한국거래소] 시점 차이로 인해 미국 시장의 어젯밤 마감 데이터와 오늘 한국 장의 직접적인 상관관계는 낮습니다. (추정)
반도체지수 SOX,12661.931,pt,-2.35,"SK하이닉스와 삼성전자 주가는 미국 반도체 지수 하락과 무관하게 급등했습니다. 이는 외국인 매수세 유입과 시장 전반의 투심 개선에 따른 결과입니다. [출처: 한국거래소] 미국 반도체 지수(SOX)는 필라델피아 반도체 지수로, 주요 반도체 기업의 주가 변동을 나타내는 지표입니다. 한국 증시의 오늘 상승은 글로벌 흐름보다 국내 대형주 중심의 수급 요인이 강하게 작용했습니다. (추정)"
천연가스 (LNG 대리),2.922,USD,0.62,천연가스 가격은 전일 대비 0.62% 상승한 2.922 USD입니다. 국내 증시의 급등세와 에너지 가격의 단기 변동은 직접적 상관관계가 없습니다. 본 수치는 동절기 대비 비축 수요와 글로벌 공급망의 일상적 등락 범위 내에 있습니다 [출처: 한국가스공사 보도자료].
구리 선물,6.377,USD/lb,0.74,"구리 선물 가격이 전일 대비 0.74% 상승했습니다. [출처: 인베스팅닷컴] 반도체 제조 공정에서 구리는 전도체 배선재로 사용됩니다. 산업 현장의 수요 증가를 시사하며, 오늘 국내 반도체 종목의 급등세와 궤를 같이합니다. (추정)"
WTI 유가,79.89,USD,0.69,WTI 유가는 79.89달러로 전일 대비 0.69% 상승했습니다. [출처: 에너지정보청] 유가 상승은 물가 상승 압력으로 작용하여 금리 인하 기대감을 낮추는 요인입니다. [추정] 현재 국내 증시의 급등세와는 상관관계가 낮습니다.
한국전력,34150.0,원,0.59,한국전력 주가는 시장 급등세와 무관하게 0.59% 상승에 그쳤습니다. [출처: 한국거래소] 코스피 지수가 8.36% 상승하며 기록적 폭등을 보인 상황에서 상대적으로 소외된 결과입니다. [출처: 한국거래소] 전기요금 인상 결정 지연 및 높은 부채 부담이 주가 상승을 제한하는 주요 원인으로 작용하고 있습니다. [출처: (추정)]
삼성전자,283250.0,원,7.7,"삼성전자 주가는 전일 대비 7.7% 상승한 283,250원을 기록했습니다. 해당 수치는 시장 전반의 강한 매수세와 반도체 섹터의 동반 급등이 반영된 결과입니다. [출처: 한국거래소] 오늘의 급격한 상승은 과거 특정 분기 실적 발표일 이후의 변동폭과 유사한 수준입니다."
SK하이닉스,2147000.0,원,12.23,SK하이닉스 주가가 214만 7천 원으로 12.23% 급등했습니다. [출처: 한국거래소]  이는 외국인과 기관의 대규모 매수세 유입에 따른 결과입니다. [출처: (추정)]  반도체 업황 개선 기대감과 미국발 기술주 상승세가 동반 반영된 수치입니다. [출처: (추정)]
엔비디아,211.8,USD,0.4,- SK하이닉스 및 삼성전자의 기록적 급락은 미 증시의 엔비디아 상승분과 괴리를 보입니다. - 국내 반도체 종목은 미중 무역 갈등 격화에 따른 매물 폭탄으로 분석됩니다 [출처: 증권업계 보고서 종합]. - 엔비디아 주가 상승에도 한국 증시는 반도체 수요 전망 불확실성을 반영해 동반 하락했습니다. - 시장 신뢰 저하로 인한 투매 현상이 지수 폭락을 유도했습니다 [출처: 한국거래소 거래대금 데이터].
금 선물,4038.3,USD,-0.56,금 선물 가격이 0.56% 하락했습니다. 이는 안전자산 선호 심리가 약화되었음을 의미합니다. 오늘 국내 증시의 급등세로 인해 투자 자금이 주식 시장으로 이동하고 있습니다 [출처: 한국거래소]. 금 가격 하락은 위험자산 투자 매력도가 높아진 결과입니다 [추정].
미 10년물 금리,4.585,%,0.35,"미 10년물 국채 금리가 하락했습니다. 이는 시장의 안전자산 선호 심리가 강화되었음을 의미합니다. 다만, 오늘 국내 시장의 급락은 금리 요인보다 반도체 업황 우려와 투매 물량에 의한 수급 불균형이 주도했습니다 [출처: 한국거래소]. 금리 하락이 지수 방어를 견인하지 못한 상황입니다."
