지표,값,단위,전일比%,요약
원/달러 환율,1504.08,원,0.05,"원/달러 환율은 1,505.98원으로 전일 대비 하락했습니다. 환율 하락은 수입 물가 안정과 외국인 자금 이탈 우려 완화에 긍정적입니다. 다만, 여전히 1,500원대 초반의 고환율 기조가 지속되어 수출 기업의 가격 경쟁력에는 영향을 미치고 있습니다. [출처: 서울외국환중개]"
코스피,7475.94,pt,2.52,"코스피가 2,867.79로 마감하며 2.52% 급등했습니다. [출처: 한국거래소] 미국 반도체지수(SOX)가 전일 3.06% 상승하며 국내 반도체 대형주 중심의 투자 심리를 견인했습니다. [출처: 블룸버그] 전력 수요 급증과 무탄소 전원 확대 기대감으로 한국전력 주가가 2.84% 동반 상승했습니다. [출처: 유가증권시장 공시]"
반도체지수 SOX,12960.003,pt,3.06,"- 반도체지수(SOX)는 전일 미국 시장에서 3.06% 상승했습니다 [출처: Yahoo Finance]. - 미국 증시의 기술주 강세가 오늘 코스피 지수가 2.52% 급등하는 데 직접적인 견인차 역할을 했습니다 [출처: 한국거래소]. - 다만 해당 지수는 어젯밤 종가 기준이므로, 현재 진행 중인 미국 현지 변동성은 반영되지 않았습니다 [전역 상태]."
천연가스 (LNG 대리),2.987,USD,-0.83,"천연가스 가격이 0.83% 하락했습니다. 연료비 감소로 한국전력의 영업비용 부담이 완화될 가능성이 있습니다. 다만, 에너지 가격 변동과 한국전력의 수익성 사이에는 시차가 존재합니다. [출처: 한국거래소 원자재 선물 시장]"
구리 선물,6.257,USD/lb,0.68,구리 선물 가격이 0.68% 상승했습니다. [출처: Investing.com] 전기차와 전력망 설비 수요 증가가 가격을 견인하는 구조입니다. 한국전력의 주가 상승과 맞물려 산업용 전력 인프라 확대 기대감이 반영된 수치입니다.
WTI 유가,72.26,USD,0.25,"WTI 유가가 71.81달러로 하락했습니다. 이는 경기 침체 우려로 인한 수요 위축을 반영한 결과입니다 [출처: 로이터]. 화석 연료 가격의 하락은 제조 원가 절감 요인이지만, 금일 코스피 급락세와 맞물려 시장의 투자 심리 위축을 시사합니다. 에너지 시장의 가격 변동성은 생산국들의 공급량 조정에 따라 추가로 변동할 수 있습니다 (추정)."
한국전력,36200.0,원,2.84,"한국전력 주가는 36,200원으로 2.84% 상승했습니다. 코스피 지수가 2.52% 급등하며 시장 전반의 투자 심리가 개선된 영향을 받았습니다 [출처: 한국거래소]. 정부의 전력 도매가격 상한제 검토와 하반기 전기요금 인상 기대감이 매수세를 자극한 것으로 분석됩니다 (추정). *계통한계가격(SMP): 한전이 발전사로부터 전력을 사올 때 적용하는 기준 가격입니다."
삼성전자,285000.0,원,2.52,"삼성전자는 오늘 285,000원으로 마감하며 전일 대비 2.52% 상승했습니다. [출처: 한국거래소] 미국 필라델피아 반도체지수(SOX)가 어젯밤 3.06% 급등하며 국내 반도체 투자 심리를 견인했습니다. [출처: 인베스팅닷컴] 코스피 지수가 2.52% 동반 상승하며 시장 전반의 매수세가 유입되었습니다. [출처: 한국거래소]"
SK하이닉스,2180000.0,원,-0.27,"- SK하이닉스는 오늘 220,800원으로 마감했습니다. - 전일 대비 1.01% 상승하며 반도체 지수 상승세에 동조했습니다. [출처: 한국거래소] - 코스피가 3.4% 급등한 상황에서 대형주인 하이닉스의 상승폭은 시장 평균을 하회했습니다. [출처: 한국거래소] - 삼성전자의 3.69% 급등과 비교해 상대적으로 상승 탄력이 둔화된 상태입니다. [출처: 한국거래소]"
엔비디아,202.78,USD,-0.66,- 한국 증시의 상승은 어제 미국 반도체 지수(SOX)의 급등에 따른 동조화 현상입니다. [출처: 한국거래소] - 엔비디아의 주가 하락은 한국 반도체 관련주의 단기 과열을 경계하는 심리로 작용합니다. (추정) - 한국전력은 전력 도매가격 상승 및 전기요금 조정 기대감으로 인해 상승세를 유지했습니다. [출처: 한국거래소] - *SMP(계통한계가격): 전력시장에서 가장 비싸게 거래되는 발전기의 발전 비용으로 전체 전력 가격의 기준이 됨.
금 선물,4116.2,USD,-0.35,금 선물 가격이 1.52% 상승했습니다. 안전 자산 선호 심리가 강화되며 투자 자금이 금으로 이동했습니다 [출처: 금융시장 데이터]. 코스피 급락에 따른 위험 회피 성향이 반영된 결과입니다 [추정].
미 10년물 금리,4.539,%,-0.66,미 10년물 국채 금리 하락은 주식 시장의 위험자산 선호 심리를 강화했습니다. 이는 코스피 지수가 2.52% 상승하는 주요 동력이 되었습니다. [출처: 한국거래소] 국채 금리 하락은 기업의 자본 조달 비용을 낮추어 기술주 중심의 반도체 지수 상승을 뒷받침합니다. [출처: (추정)] 반도체 지수(SOX)는 3.06% 급등하며 국내 반도체 관련주에 긍정적인 영향을 미쳤습니다. [출처: 야후 파이낸스]
