지표,값,단위,전일比%,요약
원/달러 환율,1527.38,원,-0.24,"원/달러 환율은 1529.78원으로 전일 대비 하락했습니다. 환율 하락은 원화 가치 상승을 의미하며, 외국인 투자자의 자금 유입 유인을 제공합니다. 코스피 급등세와 맞물려 시장의 위험자산 선호 심리가 강화되고 있습니다. [출처: 한국거래소 및 금융투자협회 데이터]"
코스피,7665.97,pt,-4.79,"코스피가 7,665.97포인트로 마감하며 4.79% 급락했습니다.  반도체 업종 전반에 걸친 투매 현상이 지수 하락을 견인했습니다. 삼성전자(-5.66%)와 SK하이닉스(-5.21%)의 동반 약세가 코스피 대형주 전반의 투심을 위축시켰습니다. [출처: 한국거래소]  금일 급락은 외국인과 기관의 매도 물량이 집중된 결과로 파악됩니다. [출처: (추정)]"
반도체지수 SOX,12900.142,pt,2.17,미국 필라델피아 반도체지수(SOX) 상승에도 불구하고 국내 반도체 종목은 동반 급락했습니다. 이는 외국인 투자자의 대규모 매도세가 원인입니다 [출처: 한국거래소]. 반도체 업황에 대한 국내 투자심리가 미국 시장과 다르게 형성되었습니다 [추정]. 현재 코스피 하락폭은 반도체 시가총액 비중의 영향이 지배적입니다 [추정].
천연가스 (LNG 대리),3.252,USD,0.22,천연가스 가격은 3.225 USD로 전일 대비 소폭 하락했습니다. [출처: Investing.com] 에너지 비용 부담 완화는 제조업 생산 단가 측면에서 긍정적입니다. 다만 현재 한국 증시의 급락은 반도체 중심의 외국인 매도세가 주도하고 있습니다. [출처: 한국거래소] 천연가스 가격 변동이 오늘 증시 폭락의 직접적인 인과관계는 아닙니다. (추정)
구리 선물,6.207,USD/lb,0.47,"구리 선물 가격은 전일 대비 1.87% 상승했습니다. 경기 침체 우려와는 별개로 공급 부족 등 원자재 수급 불균형이 가격을 밀어 올렸습니다. 구리는 제조업의 선행지표이나, 금일 삼성전자를 포함한 국내 증시 급락과는 동조화되지 않았습니다. [출처: Bloomberg Commodity Index]"
WTI 유가,69.43,USD,1.28,"WTI 유가가 69.43달러로 전일 대비 1.28% 상승했습니다. [출처: 에너지 정보국] 글로벌 경기 침체 우려가 지속되는 가운데, 유가 상승은 물가 상승 압력으로 작용해 한국 증시의 하방 압력을 높입니다. 반도체 급락으로 인한 코스피 4.79% 하락세와 맞물려 시장의 투자 심리는 크게 위축된 상태입니다. (추정)"
한국전력,38200.0,원,-2.43,"한국전력 주가는 오늘 전일 대비 2.43% 하락한 38,200원을 기록했습니다. 코스피 전체의 급락세와 함께 동반 하락했습니다 [출처: 한국거래소]. 원가 회수율이 낮은 상태에서 전력 판매 가격 결정권이 정부에 귀속된 구조적 취약성이 주가 하락의 배경으로 작용했습니다 (추정)."
삼성전자,300000.0,원,-5.66,삼성전자의 주가 하락은 코스피 전체의 급락을 주도했습니다. 해당 종목의 시가총액 비중이 높아 지수 하락 압력을 가중했습니다 [출처: 한국거래소]. 반도체 업황의 불확실성이 투자 심리를 위축시킨 결과입니다 (추정). 시가총액은 기업의 전체 발행 주식 수에 주가를 곱한 금액입니다.
SK하이닉스,2221000.0,원,-5.21,"SK하이닉스 주가가 222,100원으로 급락했습니다. 반도체 업황 우려와 외국인 대량 매도로 인해 코스피 지수가 4.79% 동반 하락했습니다 [출처: 한국거래소]. 시가총액 상위 종목의 동시 하락은 지수 하단을 강하게 압박하는 요인입니다 (추정)."
엔비디아,195.55,USD,0.37,엔비디아 주가는 보합세를 유지했습니다. [출처: 야후 파이낸스] 코스피 상승 폭과 SK하이닉스 하락 폭은 엔비디아의 가격 변동성과 무관합니다. 국내 반도체주는 엔비디아 주가 연동성보다 개별 수급 및 국내 시장의 장세가 더 크게 작용했습니다. (추정)
금 선물,4137.5,USD,-0.42,금 선물 가격은 0.51% 하락했습니다. 이는 시장의 위험 회피 심리가 다소 진정되었음을 의미합니다. 다만 국내 증시의 기록적인 폭락과는 무관한 흐름입니다. 현재 안전자산 수요보다 주식 시장의 투매 압력이 압도적으로 높습니다. [출처: 한국거래소]
미 10년물 금리,4.479,%,0.09,"미 10년물 국채 금리 하락은 시장의 긴축 완화 기대감을 반영합니다. [출처: 연합인포맥스] 금리 인하는 기술주 투자 심리에 긍정적이나, 금일 SK하이닉스 하락은 개별 종목 수급 이슈로 판단됩니다. [추정] 현재 코스피는 금리 하락에 따른 외국인 자금 유입으로 5%대 강세를 기록 중입니다. [출처: 한국거래소]"
